Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
29,29,2019-12-22,@,TOR,L,107,110,35,90,.389,15,46,.326,22,27,.815,14,53,27,6,4,17,22,,37,94,.394,10,34,.294,26,31,.839,14,51,21,12,5,10,21
30,30,2019-12-26,,SAS,W,102,98,38,90,.422,16,40,.400,10,15,.667,13,52,22,7,3,14,11,,40,83,.482,8,29,.276,10,15,.667,5,45,18,9,7,13,16
31,31,2019-12-28,@,GSW,W,141,121,48,92,.522,24,51,.471,21,21,1.000,9,46,35,11,7,13,17,,45,93,.484,18,39,.462,13,17,.765,9,42,28,4,3,13,19
32,32,2019-12-29,@,LAL,L,95,108,32,89,.360,13,43,.302,18,20,.900,13,45,17,11,4,18,23,,38,78,.487,9,23,.391,23,28,.821,6,39,28,12,7,16,23
33,33,2019-12-31,@,OKC,L,101,106,33,93,.355,15,51,.294,20,27,.741,17,49,19,5,4,10,24,,39,91,.429,6,27,.222,22,28,.786,18,56,18,7,5,11,21
34,34,2020-01-02,,BRK,W,123,111,45,89,.506,18,38,.474,15,17,.882,12,46,22,4,8,13,21,,42,91,.462,12,37,.324,15,17,.882,12,44,29,5,1,11,21
35,35,2020-01-04,,CHO,L,120,123,47,100,.470,15,50,.300,11,13,.846,14,41,28,7,4,10,25,,42,85,.494,11,25,.440,28,31,.903,16,53,27,5,5,17,22
36,36,2020-01-06,,CHI,W,118,110,44,84,.524,16,41,.390,14,19,.737,11,43,25,5,6,14,12,,46,98,.469,9,31,.290,9,11,.818,17,45,25,10,6,8,21
37,37,2020-01-08,,DEN,L,106,107,39,77,.506,12,35,.343,16,24,.667,6,38,27,8,6,13,18,,41,85,.482,9,24,.375,16,20,.800,9,38,27,7,5,12,22
38,38,2020-01-10,,LAL,L,114,129,39,96,.406,11,38,.289,25,37,.676,17,47,19,4,3,9,20,,47,89,.528,10,24,.417,25,32,.781,12,49,18,6,5,7,27
39,39,2020-01-11,,PHI,W,109,91,40,79,.506,11,27,.407,18,27,.667,11,54,22,4,8,15,20,,37,98,.378,9,37,.243,8,12,.667,14,43,22,11,5,4,20
40,40,2020-01-14,@,GSW,W,124,97,49,96,.510,13,37,.351,13,21,.619,15,53,23,5,2,7,17,,39,87,.448,9,32,.281,10,13,.769,7,36,27,4,1,14,16
41,41,2020-01-15,@,SAC,W,127,123,47,92,.511,13,40,.325,20,24,.833,13,47,24,4,2,11,18,,50,96,.521,12,33,.364,11,20,.550,11,42,28,5,0,8,22
42,42,2020-01-17,,POR,W,120,112,39,89,.438,20,47,.426,22,28,.786,13,43,19,6,4,13,17,,44,85,.518,9,30,.300,15,22,.682,8,40,25,6,5,12,22
43,43,2020-01-21,,LAC,L,107,110,39,91,.429,12,43,.279,17,24,.708,12,49,23,7,8,12,28,,36,97,.371,12,38,.316,26,33,.788,20,57,19,9,3,10,21
44,44,2020-01-23,@,POR,W,133,125,48,93,.516,22,47,.468,15,24,.625,12,41,27,5,7,8,17,,46,91,.505,21,39,.538,12,15,.800,11,43,20,4,4,12,20
45,45,2020-01-25,@,UTA,L,107,112,42,97,.433,16,41,.390,7,13,.538,10,44,19,6,3,9,24,,40,91,.440,15,43,.349,17,22,.773,12,54,22,5,6,13,21
46,46,2020-01-27,@,OKC,W,107,97,41,99,.414,19,51,.373,6,9,.667,12,56,21,3,3,7,16,,34,86,.395,12,30,.400,17,19,.895,6,48,23,2,4,8,11
47,47,2020-01-28,,PHO,L,104,133,37,83,.446,7,33,.212,23,27,.852,8,33,19,6,0,15,18,,51,86,.593,12,28,.429,19,21,.905,8,39,34,10,4,11,25
48,48,2020-01-31,@,HOU,L,121,128,43,90,.478,14,36,.389,21,27,.778,14,52,29,2,9,17,18,,45,98,.459,21,45,.467,17,20,.850,7,37,25,11,5,6,20
49,49,2020-02-01,,ATL,W,123,100,44,94,.468,20,39,.513,15,16,.938,10,53,26,6,8,9,14,,37,91,.407,10,33,.303,16,21,.762,10,50,19,6,4,11,15
50,50,2020-02-03,@,IND,W,112,103,36,86,.419,18,45,.400,22,23,.957,12,51,20,3,2,12,15,,44,96,.458,7,34,.206,8,11,.727,8,40,28,7,6,4,18
51,51,2020-02-05,,MEM,L,107,121,34,94,.362,17,43,.395,22,24,.917,12,42,19,5,6,9,18,,47,89,.528,12,25,.480,15,20,.750,10,52,27,6,4,10,24
52,52,2020-02-07,@,WAS,L,118,119,42,91,.462,16,40,.400,18,21,.857,15,49,27,7,2,13,21,,45,90,.500,19,38,.500,10,13,.769,8,39,28,8,4,13,19
53,53,2020-02-08,@,CHO,W,116,100,44,87,.506,17,35,.486,11,11,1.000,11,46,29,5,6,10,18,,38,87,.437,11,36,.306,13,18,.722,12,39,15,5,4,10,13
54,54,2020-02-10,,UTA,L,119,123,39,83,.470,15,43,.349,26,31,.839,4,26,24,8,3,7,18,,46,78,.590,15,35,.429,16,21,.762,10,45,27,5,2,21,29
55,55,2020-02-12,,SAC,W,130,111,48,85,.565,17,40,.425,17,21,.810,3,47,34,1,7,11,18,,41,99,.414,12,39,.308,17,22,.773,10,40,26,7,2,5,16
56,56,2020-02-21,@,ORL,W,122,106,43,84,.512,15,38,.395,21,26,.808,8,50,26,6,7,15,14,,41,104,.394,9,43,.209,15,19,.789,16,48,21,11,2,7,22
57,57,2020-02-22,@,ATL,L,107,111,40,89,.449,14,44,.318,13,19,.684,10,48,23,5,10,16,22,,43,98,.439,8,37,.216,17,26,.654,13,53,27,9,4,10,21
58,58,2020-02-24,,MIN,W,139,123,51,101,.505,16,44,.364,21,28,.750,14,54,28,7,3,12,28,,42,95,.442,15,42,.357,24,34,.706,7,42,16,4,6,11,22
59,59,2020-02-26,@,SAS,W,109,103,36,86,.419,17,45,.378,20,30,.667,5,43,25,11,9,15,20,,39,92,.424,11,33,.333,14,19,.737,13,55,22,8,7,15,21
60,60,2020-02-28,@,MIA,L,118,126,40,84,.476,21,50,.420,17,19,.895,4,35,25,0,3,11,25,,41,79,.519,17,35,.486,27,36,.750,6,40,30,6,2,9,21
61,61,2020-03-01,@,MIN,W,111,91,44,94,.468,11,40,.275,12,19,.632,6,56,28,10,7,14,16,,36,99,.364,13,42,.310,6,15,.400,14,57,19,9,3,13,17
62,62,2020-03-02,@,CHI,L,107,109,40,84,.476,12,42,.286,15,20,.750,9,44,26,9,5,16,20,,44,94,.468,10,36,.278,11,17,.647,12,42,24,7,5,14,21
63,63,2020-03-04,,NOP,W,127,123,44,95,.463,22,50,.440,17,24,.708,6,49,30,6,13,16,17,,50,114,.439,17,46,.370,6,11,.545,15,52,28,8,4,14,23
64,64,2020-03-06,,MEM,W,121,96,45,95,.474,18,47,.383,13,17,.765,13,48,30,11,9,10,11,,39,84,.464,9,30,.300,9,13,.692,9,47,29,7,4,19,15
65,65,2020-03-08,,IND,L,109,112,39,91,.429,14,43,.326,17,25,.680,9,42,19,7,5,10,17,,46,88,.523,8,23,.348,12,18,.667,6,47,23,5,6,10,23
66,66,2020-03-10,@,SAS,L,109,119,42,92,.457,17,44,.386,8,11,.727,7,42,23,8,3,14,19,,46,89,.517,15,32,.469,12,15,.800,6,40,32,11,10,11,15
67,67,2020-03-11,,DEN,W,113,97,42,92,.457,12,35,.343,17,23,.739,13,52,23,9,2,10,14,,39,83,.470,14,39,.359,5,8,.625,3,40,23,6,4,15,20
