Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
35,35,2020-01-03,@,PHO,L,112,120,107.2,114.9,104.5,.326,.402,.532,52.0,46.3,6.7,11.3,,.500,12.5,25.0,.217,,.522,8.7,81.3,.289
36,36,2020-01-05,@,LAC,L,132,135,124.6,127.4,105.9,.440,.274,.658,46.8,45.8,10.4,7.8,,.643,13.8,20.0,.286,,.651,16.3,74.4,.325
37,37,2020-01-07,@,LAL,L,87,117,86.3,116.1,100.8,.168,.211,.426,49.5,40.5,9.9,6.5,,.411,13.6,26.3,.095,,.604,15.7,84.2,.220
38,38,2020-01-08,@,UTA,L,104,128,111.1,136.7,93.6,.113,.258,.511,45.1,42.9,3.2,2.1,,.479,8.1,26.9,.113,,.633,6.5,69.2,.156
39,39,2020-01-10,,NOP,L,111,123,105.5,116.9,105.3,.200,.270,.510,51.7,56.5,12.4,2.1,,.485,10.7,27.5,.140,,.663,16.9,84.2,.105
40,40,2020-01-12,,MIA,W,124,121,130.1,127.0,95.3,.311,.344,.606,50.0,52.2,11.5,7.0,,.561,5.5,24.4,.256,,.628,13.4,78.4,.295
41,41,2020-01-14,@,MIL,L,102,128,93.5,117.3,109.1,.255,.363,.450,45.4,72.2,6.4,5.4,,.407,8.8,19.0,.186,,.571,11.8,82.2,.250
42,42,2020-01-16,,PHO,L,98,121,93.8,115.8,104.5,.267,.289,.487,43.0,56.8,11.5,4.8,,.456,15.2,20.4,.178,,.576,16.0,68.2,.163
43,43,2020-01-18,,PHI,L,87,90,92.6,95.8,93.9,.205,.284,.454,53.9,57.1,4.3,10.9,,.432,12.7,25.0,.125,,.500,13.1,87.8,.154
44,44,2020-01-20,@,CLE,W,106,86,113.5,92.1,93.4,.200,.271,.573,48.0,41.5,6.4,14.8,,.535,9.8,15.9,.176,,.399,9.0,72.4,.117
45,45,2020-01-22,,LAL,L,92,100,99.3,107.9,92.6,.148,.386,.491,52.2,66.7,4.3,7.3,,.472,15.4,28.9,.102,,.494,9.6,75.6,.232
46,46,2020-01-24,,TOR,L,112,118,122.6,129.2,91.4,.247,.424,.594,59.7,61.9,5.5,8.7,,.571,12.9,35.0,.176,,.611,7.1,86.5,.235
47,47,2020-01-26,,BRK,W,110,97,115.7,102.0,95.1,.141,.207,.563,58.5,38.8,7.4,19.0,,.565,11.7,34.1,.065,,.500,13.3,82.9,.198
48,48,2020-01-28,@,CHO,L,92,97,98.3,103.7,93.6,.128,.372,.506,45.2,44.7,5.3,12.5,,.494,12.5,18.6,.081,,.432,11.5,68.0,.239
49,49,2020-01-29,,MEM,L,106,127,101.7,121.9,104.2,.319,.308,.511,51.1,66.7,8.6,10.3,,.478,13.4,22.9,.209,,.576,9.9,83.3,.326
50,50,2020-02-01,@,IND,W,92,85,103.2,95.4,89.1,.280,.317,.499,62.6,55.9,5.6,1.9,,.457,11.5,31.8,.207,,.474,11.4,91.5,.171
51,51,2020-02-03,@,CLE,W,139,134,128.7,124.1,97.8,.206,.255,.625,57.5,57.9,10.2,1.8,,.608,9.7,29.3,.147,,.663,12.3,87.2,.130
52,52,2020-02-06,,ORL,W,105,103,105.7,103.7,99.3,.207,.217,.523,50.0,62.8,12.1,11.4,,.500,11.5,23.8,.141,,.513,18.5,80.6,.347
53,53,2020-02-08,@,DET,W,95,92,108.4,105.0,87.6,.200,.259,.514,62.7,63.2,5.7,15.0,,.494,14.0,39.0,.129,,.587,17.4,91.2,.159
54,54,2020-02-09,@,ATL,L,135,140,112.1,116.3,99.6,.227,.309,.558,52.8,57.7,10.0,8.8,,.532,12.3,27.8,.164,,.519,10.3,78.8,.259
55,55,2020-02-12,,WAS,L,96,114,92.7,110.1,103.6,.330,.261,.476,56.5,52.8,9.7,5.4,,.426,16.6,29.2,.239,,.536,11.7,86.4,.286
56,56,2020-02-21,,IND,L,98,106,98.9,106.9,99.1,.309,.309,.533,44.4,60.0,7.1,11.7,,.500,14.0,11.6,.210,,.455,9.7,74.5,.295
57,57,2020-02-24,@,HOU,L,112,123,107.6,118.1,104.1,.330,.319,.537,58.7,50.0,11.5,21.1,,.500,14.0,32.7,.231,,.593,11.5,88.4,.244
58,58,2020-02-26,@,CHO,L,101,107,108.0,114.4,93.6,.200,.176,.546,53.2,51.2,5.3,11.3,,.529,14.0,32.5,.129,,.530,13.0,74.4,.229
59,59,2020-02-27,@,PHI,L,106,115,117.7,127.6,90.1,.289,.277,.566,47.0,66.7,2.2,5.0,,.554,7.9,21.4,.169,,.577,5.8,73.2,.110
60,60,2020-02-29,,CHI,W,125,115,133.5,122.9,93.6,.388,.235,.628,60.2,61.7,6.4,7.4,,.600,13.9,45.9,.271,,.556,7.5,71.7,.180
61,61,2020-03-02,,HOU,W,125,123,118.7,116.8,105.3,.309,.309,.567,65.7,55.3,5.7,18.4,,.546,13.4,43.5,.196,,.521,10.2,84.9,.266
62,62,2020-03-04,,UTA,L,104,112,110.7,119.2,94.0,.212,.235,.560,53.2,56.1,3.2,2.2,,.524,12.3,26.2,.176,,.568,10.7,83.8,.247
63,63,2020-03-06,,OKC,L,103,126,106.6,130.4,96.6,.242,.264,.512,55.8,46.3,4.1,12.3,,.473,10.6,31.7,.187,,.552,3.6,77.8,.208
64,64,2020-03-08,,DET,W,96,84,106.9,93.6,89.8,.305,.232,.516,59.3,41.7,11.1,11.9,,.476,8.8,30.2,.220,,.431,10.9,88.4,.188
65,65,2020-03-10,@,WAS,L,115,122,115.0,122.0,100.0,.383,.259,.608,49.3,71.4,10.0,7.7,,.568,16.0,22.2,.284,,.568,14.6,75.7,.514
66,66,2020-03-11,@,ATL,W,136,131,118.3,113.9,104.1,.362,.298,.624,47.0,64.0,12.2,13.8,,.590,9.9,13.6,.266,,.519,12.6,73.2,.198
