Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
29,29,2019-12-21,@,MEM,L,115,119,43,100,.430,11,36,.306,18,24,.750,18,51,22,10,3,12,23,,40,83,.482,15,35,.429,24,29,.828,8,44,32,8,6,14,16
30,30,2019-12-23,,HOU,L,104,113,41,87,.471,7,30,.233,15,23,.652,11,49,20,4,4,17,24,,39,87,.448,15,39,.385,20,23,.870,6,39,18,10,3,11,22
31,31,2019-12-26,,MIN,L,104,105,37,107,.346,9,39,.231,21,25,.840,16,67,20,8,8,12,23,,36,104,.346,10,46,.217,23,29,.793,14,65,23,7,5,13,20
32,32,2019-12-28,,PHO,L,110,112,41,84,.488,12,31,.387,16,24,.667,7,36,19,3,4,12,16,,45,86,.523,9,26,.346,13,15,.867,7,40,30,10,2,13,21
33,33,2019-12-29,@,DEN,L,115,120,45,85,.529,13,34,.382,12,17,.706,9,35,32,5,4,12,26,,42,81,.519,8,29,.276,28,31,.903,10,37,23,6,4,12,18
34,34,2019-12-31,,LAC,L,87,105,33,80,.413,8,28,.286,13,19,.684,11,41,20,8,5,15,23,,36,88,.409,12,36,.333,21,22,.955,14,51,21,9,2,11,17
35,35,2020-01-02,,MEM,W,128,123,44,90,.489,14,34,.412,26,31,.839,7,41,26,9,8,12,24,,45,93,.484,13,34,.382,20,21,.952,8,42,31,4,0,17,25
36,36,2020-01-04,,NOP,L,115,117,38,85,.447,12,21,.571,27,36,.750,14,51,20,9,3,20,24,,38,87,.437,16,45,.356,25,33,.758,9,44,28,11,3,15,25
37,37,2020-01-06,,GSW,W,111,98,39,81,.481,15,30,.500,18,23,.783,6,43,27,10,3,22,23,,34,86,.395,5,26,.192,25,32,.781,10,44,19,13,4,17,18
38,38,2020-01-07,@,PHO,W,114,103,37,84,.440,15,36,.417,25,28,.893,8,41,18,8,1,15,22,,37,77,.481,11,35,.314,18,22,.818,6,41,24,4,2,17,25
39,39,2020-01-10,,MIL,L,106,127,44,96,.458,10,35,.286,8,10,.800,6,45,26,8,3,16,24,,47,95,.495,10,39,.256,23,30,.767,7,52,29,11,4,11,12
40,40,2020-01-13,,ORL,L,112,114,45,87,.517,12,31,.387,10,11,.909,4,44,25,6,4,12,21,,40,92,.435,9,29,.310,25,30,.833,12,46,17,6,5,8,12
41,41,2020-01-15,,DAL,L,123,127,50,96,.521,12,33,.364,11,20,.550,11,42,28,5,0,8,22,,47,92,.511,13,40,.325,20,24,.833,13,47,24,4,2,11,18
42,42,2020-01-18,@,UTA,L,101,123,42,86,.488,10,26,.385,7,12,.583,7,37,20,3,3,10,23,,43,85,.506,14,42,.333,23,24,.958,10,47,24,7,4,8,14
43,43,2020-01-20,@,MIA,L,113,118,44,106,.415,13,51,.255,12,15,.800,16,49,27,11,3,15,21,,42,83,.506,16,42,.381,18,22,.818,5,42,26,9,3,21,20
44,44,2020-01-22,@,DET,L,106,127,42,98,.429,10,35,.286,12,23,.522,12,45,23,10,1,10,28,,39,73,.534,12,29,.414,37,44,.841,3,48,19,9,4,17,19
45,45,2020-01-24,@,CHI,W,98,81,35,81,.432,10,32,.313,18,21,.857,7,42,24,8,8,13,20,,31,79,.392,8,37,.216,11,14,.786,8,43,23,6,4,19,21
46,46,2020-01-27,@,MIN,W,133,129,44,88,.500,18,40,.450,27,34,.794,9,44,27,6,8,15,27,,43,89,.483,23,46,.500,20,33,.606,10,45,29,7,8,20,27
47,47,2020-01-29,,OKC,L,100,120,42,91,.462,9,39,.231,7,11,.636,11,39,22,6,2,13,22,,44,88,.500,15,34,.441,17,20,.850,10,45,32,9,5,13,17
48,48,2020-01-30,@,LAC,W,124,103,44,88,.500,21,41,.512,15,18,.833,11,47,27,11,8,10,21,,35,92,.380,13,31,.419,20,25,.800,11,39,26,6,6,15,20
49,49,2020-02-01,,LAL,L,113,129,39,91,.429,14,44,.318,21,26,.808,13,44,21,5,4,16,24,,44,86,.512,19,43,.442,22,27,.815,11,46,33,10,5,14,22
50,50,2020-02-03,,MIN,W,113,109,38,75,.507,14,27,.519,23,31,.742,7,34,26,7,7,16,20,,37,85,.435,13,38,.342,22,28,.786,14,45,25,12,6,16,25
51,51,2020-02-07,,MIA,W,105,97,40,82,.488,19,44,.432,6,12,.500,6,36,29,8,3,14,24,,34,77,.442,12,40,.300,17,25,.680,7,42,21,7,5,20,16
52,52,2020-02-08,,SAS,W,122,102,45,86,.523,19,35,.543,13,20,.650,8,39,25,6,2,10,16,,41,81,.506,7,24,.292,13,18,.722,8,41,23,7,4,14,22
53,53,2020-02-10,@,MIL,L,111,123,42,101,.416,14,43,.326,13,18,.722,10,49,23,6,5,13,22,,43,96,.448,18,42,.429,19,23,.826,8,55,26,7,5,13,18
54,54,2020-02-12,@,DAL,L,111,130,41,99,.414,12,39,.308,17,22,.773,10,40,26,7,2,5,16,,48,85,.565,17,40,.425,17,21,.810,3,47,34,1,7,11,18
55,55,2020-02-20,,MEM,W,129,125,42,83,.506,19,39,.487,26,36,.722,3,27,22,9,2,10,21,,43,85,.506,12,30,.400,27,32,.844,11,51,25,5,5,19,29
56,56,2020-02-22,@,LAC,W,112,103,40,89,.449,12,31,.387,20,26,.769,11,48,25,11,4,13,24,,34,87,.391,10,30,.333,25,29,.862,13,47,20,7,3,19,22
57,57,2020-02-25,@,GSW,W,112,94,40,76,.526,13,30,.433,19,34,.559,2,40,25,7,4,10,23,,35,79,.443,4,28,.143,20,24,.833,5,34,21,7,2,16,25
58,58,2020-02-27,@,OKC,L,108,112,41,91,.451,12,35,.343,14,14,1.000,12,45,30,6,2,15,33,,41,84,.488,9,26,.346,21,29,.724,10,37,20,6,4,9,20
59,59,2020-02-28,@,MEM,W,104,101,38,91,.418,11,38,.289,17,21,.810,8,47,24,11,3,9,16,,39,91,.429,8,30,.267,15,20,.750,10,52,27,7,5,12,16
60,60,2020-03-01,,DET,W,106,100,37,91,.407,9,35,.257,23,26,.885,17,51,18,8,7,10,20,,33,80,.413,18,42,.429,16,24,.667,7,42,23,6,4,14,25
61,61,2020-03-03,,WAS,W,133,126,50,89,.562,13,29,.448,20,24,.833,8,42,23,13,2,15,24,,41,80,.513,16,38,.421,28,34,.824,2,31,28,10,5,14,22
62,62,2020-03-05,,PHI,L,108,125,42,79,.532,11,29,.379,13,18,.722,4,37,23,7,4,17,21,,47,96,.490,17,37,.459,14,17,.824,14,45,24,8,2,12,18
63,63,2020-03-07,@,POR,W,123,111,41,85,.482,21,39,.538,20,23,.870,11,47,30,9,3,14,23,,42,89,.472,10,39,.256,17,26,.654,10,41,22,9,3,11,16
64,64,2020-03-08,,TOR,L,113,118,42,90,.467,8,31,.258,21,23,.913,10,50,24,5,7,11,22,,39,82,.476,19,48,.396,21,27,.778,2,36,27,10,3,9,22
