Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-22,,NOP,W,130,122,42,103,.408,14,40,.350,32,38,.842,16,57,23,7,3,16,24,,43,102,.422,19,45,.422,17,20,.850,16,53,30,4,9,19,34
2,2,2019-10-25,@,BOS,L,106,112,37,78,.474,18,36,.500,14,17,.824,5,46,22,2,6,23,28,,42,109,.385,13,38,.342,15,16,.938,21,56,21,10,8,9,20
3,3,2019-10-26,@,CHI,W,108,84,38,82,.463,15,42,.357,17,18,.944,10,59,27,9,12,22,25,,29,97,.299,9,35,.257,17,25,.680,12,45,18,9,2,15,22
4,4,2019-10-28,,ORL,W,104,95,33,85,.388,10,39,.256,28,30,.933,6,52,19,9,2,16,20,,34,89,.382,12,39,.308,15,18,.833,8,47,22,9,6,16,20
5,5,2019-10-30,,DET,W,125,113,51,86,.593,13,27,.481,10,12,.833,3,34,30,12,2,14,22,,41,88,.466,14,30,.467,17,23,.739,11,42,30,5,1,20,15
6,6,2019-11-02,@,MIL,L,105,115,34,84,.405,15,36,.417,22,25,.880,7,42,24,5,6,13,22,,41,89,.461,13,38,.342,20,25,.800,10,51,30,4,7,11,22
7,7,2019-11-06,,SAC,W,124,120,43,78,.551,14,29,.483,24,29,.828,2,37,28,10,4,14,20,,42,95,.442,20,44,.455,16,21,.762,12,43,23,8,7,14,23
8,8,2019-11-08,@,NOP,W,122,104,41,93,.441,19,43,.442,21,24,.875,10,53,27,9,3,17,24,,40,99,.404,10,41,.244,14,21,.667,14,53,21,7,6,18,23
9,9,2019-11-10,@,LAL,W,113,104,43,89,.483,12,36,.333,15,22,.682,7,43,26,6,8,13,17,,41,94,.436,10,30,.333,12,19,.632,13,51,31,6,7,12,20
10,10,2019-11-11,@,LAC,L,88,98,34,85,.400,11,30,.367,9,15,.600,5,38,25,9,8,15,24,,34,92,.370,8,36,.222,22,30,.733,20,66,25,9,7,19,21
11,11,2019-11-13,@,POR,W,114,106,42,92,.457,14,32,.438,16,17,.941,14,50,20,4,9,12,20,,38,96,.396,17,48,.354,13,16,.813,11,43,24,3,7,12,16
