Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
35,35,2020-01-04,,DEN,W,128,114,128.7,114.6,99.5,.297,.176,.622,59.8,40.0,5.0,10.3,,.582,9.7,36.8,.242,,.494,10.5,79.5,.322
36,36,2020-01-06,,BOS,W,99,94,97.9,92.9,101.2,.274,.250,.526,46.1,46.2,7.9,15.5,,.506,12.9,15.2,.167,,.389,13.1,71.4,.211
37,37,2020-01-08,@,ORL,L,89,123,86.3,119.3,103.1,.226,.274,.482,44.0,66.7,7.8,8.3,,.464,19.9,20.8,.131,,.552,13.6,69.8,.310
38,38,2020-01-10,,ATL,W,111,101,102.1,92.9,108.7,.250,.259,.446,50.4,61.9,10.1,1.7,,.420,6.8,28.8,.152,,.500,15.3,80.9,.135
39,39,2020-01-12,,UTA,L,116,127,118.7,129.9,97.8,.183,.237,.577,45.7,59.6,5.1,6.7,,.543,8.2,22.0,.161,,.589,9.8,70.0,.233
40,40,2020-01-15,@,CHI,L,106,115,107.6,116.7,98.6,.329,.342,.586,48.1,67.6,8.1,12.8,,.538,15.0,17.5,.266,,.588,13.7,79.5,.176
41,41,2020-01-17,@,TOR,L,111,140,101.7,128.3,109.1,.258,.393,.560,51.2,47.5,8.2,6.3,,.534,20.8,27.7,.180,,.692,16.2,81.1,.154
42,42,2020-01-20,,DET,W,106,100,104.9,99.0,101.0,.195,.293,.595,51.8,52.4,8.9,10.5,,.567,17.6,16.7,.159,,.483,14.8,77.6,.157
43,43,2020-01-22,@,MIA,L,129,134,118.2,122.8,98.9,.202,.424,.598,48.8,60.0,9.2,9.6,,.571,9.3,15.9,.162,,.606,13.7,85.0,.365
44,44,2020-01-23,@,CLE,W,124,112,129.3,116.8,95.9,.212,.424,.667,53.2,59.6,3.1,4.8,,.647,9.7,21.2,.165,,.516,7.2,77.3,.135
45,45,2020-01-26,@,ATL,L,133,152,124.1,141.9,107.1,.477,.375,.625,41.5,47.6,4.7,12.1,,.540,9.4,18.2,.432,,.661,11.5,68.4,.312
46,46,2020-01-28,@,MIL,L,131,151,125.1,144.3,104.7,.362,.340,.601,43.2,63.6,5.7,11.3,,.543,8.4,23.9,.309,,.661,11.7,68.6,.356
47,47,2020-01-30,,CHO,W,121,107,128.5,113.6,94.2,.314,.430,.618,60.0,58.5,3.2,8.7,,.558,15.5,46.3,.291,,.480,6.1,70.4,.121
48,48,2020-02-01,,BRK,W,113,107,111.4,105.5,101.4,.260,.320,.507,49.0,47.7,8.9,17.0,,.485,7.5,30.5,.160,,.500,12.7,73.3,.138
49,49,2020-02-03,,GSW,L,117,125,114.8,122.6,101.9,.349,.265,.611,44.3,66.7,5.9,7.0,,.560,10.3,5.9,.289,,.580,12.2,73.3,.276
50,50,2020-02-07,,DAL,W,119,118,122.5,121.4,97.2,.144,.422,.622,44.3,62.2,8.2,7.8,,.606,12.0,19.0,.111,,.549,11.5,67.4,.198
51,51,2020-02-09,,MEM,L,99,106,91.0,97.4,108.8,.290,.330,.439,44.6,71.4,6.4,5.7,,.385,5.8,15.5,.220,,.446,10.3,75.9,.147
52,52,2020-02-11,,CHI,W,126,114,118.5,107.2,106.3,.270,.360,.633,50.0,58.3,10.3,11.3,,.601,14.6,20.9,.213,,.565,16.9,77.8,.109
53,53,2020-02-12,@,NYK,W,114,96,110.1,92.7,103.6,.393,.333,.579,43.5,62.5,12.6,10.8,,.536,11.7,13.6,.286,,.426,16.6,70.8,.239
54,54,2020-02-21,,CLE,L,108,113,104.8,109.6,103.1,.217,.349,.465,50.0,58.5,11.6,5.6,,.429,8.7,31.5,.160,,.599,18.6,75.0,.198
55,55,2020-02-23,@,CHI,L,117,126,110.8,119.3,105.6,.493,.411,.658,47.9,64.9,14.2,6.8,,.589,21.3,20.6,.425,,.667,21.8,73.0,.222
56,56,2020-02-24,,MIL,L,134,137,114.1,116.6,106.4,.337,.357,.595,47.7,57.4,6.8,0.0,,.556,13.1,12.8,.255,,.669,17.7,89.7,.256
57,57,2020-02-26,,BRK,W,110,106,108.0,104.1,101.8,.167,.406,.534,41.1,53.7,8.8,3.9,,.505,9.6,18.0,.135,,.471,15.0,66.7,.276
58,58,2020-02-28,@,UTA,L,119,129,117.6,127.5,101.2,.214,.378,.555,43.2,51.1,11.9,7.7,,.531,9.3,25.0,.153,,.601,12.8,65.1,.247
59,59,2020-03-01,@,GSW,W,124,110,123.8,109.8,100.2,.329,.366,.660,39.5,60.0,10.0,8.2,,.610,12.2,12.8,.293,,.522,17.4,61.7,.191
60,60,2020-03-03,@,SAC,L,126,133,120.1,126.8,104.9,.425,.475,.663,42.5,68.3,9.5,8.3,,.613,12.8,5.6,.350,,.635,13.1,78.4,.225
61,61,2020-03-04,@,POR,L,104,125,103.3,124.1,100.7,.204,.340,.463,50.5,67.5,7.9,8.0,,.442,8.2,31.0,.126,,.599,13.6,81.1,.346
62,62,2020-03-06,,ATL,W,118,112,120.0,113.9,98.3,.461,.408,.646,51.4,66.7,9.2,7.4,,.572,14.9,23.1,.408,,.605,15.7,82.9,.093
63,63,2020-03-08,,MIA,L,89,100,95.9,107.8,92.8,.269,.603,.510,38.7,73.1,11.9,5.3,,.455,13.0,8.9,.231,,.583,20.3,83.3,.348
64,64,2020-03-10,,NYK,W,122,115,122.0,115.0,100.0,.608,.473,.650,50.7,65.7,8.0,6.7,,.568,14.6,24.3,.514,,.568,16.0,77.8,.284
