Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
35,35,2020-01-04,@,ORL,W,109,96,120.1,105.7,90.8,.151,.430,.550,52.6,52.4,3.3,6.3,,.538,7.5,27.5,.097,,.512,10.0,80.4,.106
36,36,2020-01-06,@,NOP,W,128,126,129.4,127.4,98.9,.267,.367,.636,47.3,41.3,3.0,4.8,,.600,7.4,16.7,.222,,.543,5.3,73.5,.255
37,37,2020-01-08,,NYK,W,128,104,136.7,111.1,93.6,.256,.478,.639,54.9,59.2,6.4,8.3,,.633,6.5,30.8,.156,,.479,8.1,73.1,.113
38,38,2020-01-10,,CHO,W,109,92,118.0,99.6,92.3,.177,.532,.640,51.9,70.0,9.7,12.2,,.620,15.0,23.1,.139,,.520,19.3,81.6,.187
39,39,2020-01-12,@,WAS,W,127,116,129.9,118.7,97.8,.278,.333,.629,54.3,50.0,6.1,2.8,,.589,9.8,30.0,.233,,.543,8.2,78.0,.161
40,40,2020-01-14,@,BRK,W,118,107,122.0,110.7,96.7,.163,.391,.598,48.8,41.3,8.3,4.7,,.571,7.5,17.9,.141,,.544,11.0,75.6,.100
41,41,2020-01-16,@,NOP,L,132,138,118.7,124.1,100.7,.320,.390,.579,48.9,50.0,8.1,9.0,,.535,10.2,23.4,.250,,.608,10.7,78.0,.269
42,42,2020-01-18,,SAC,W,123,101,133.2,109.4,92.3,.282,.494,.644,56.0,55.8,7.6,6.7,,.588,7.7,25.0,.271,,.547,9.9,84.1,.081
43,43,2020-01-20,,IND,W,118,88,120.0,89.5,98.3,.138,.356,.639,63.9,46.8,5.1,6.0,,.609,18.5,34.4,.138,,.457,11.9,82.4,.032
44,44,2020-01-22,@,GSW,W,129,96,137.3,102.1,94.0,.247,.430,.625,60.2,62.0,5.3,4.6,,.629,8.0,36.6,.129,,.432,7.5,78.8,.227
45,45,2020-01-25,,DAL,W,112,107,112.9,107.8,99.2,.242,.473,.556,55.1,55.0,5.0,10.7,,.522,11.4,26.1,.187,,.515,8.1,80.8,.072
46,46,2020-01-27,,HOU,L,117,126,106.9,115.1,109.5,.306,.494,.607,48.7,55.8,6.4,7.3,,.576,15.0,5.6,.224,,.562,12.8,85.7,.432
47,47,2020-01-29,@,SAS,L,120,127,120.0,127.0,100.0,.548,.452,.576,55.1,48.6,4.0,0.0,,.524,11.1,27.9,.381,,.610,8.6,88.6,.329
48,48,2020-01-30,@,DEN,L,100,106,106.7,113.1,93.7,.218,.474,.585,44.9,66.7,4.3,10.3,,.571,15.8,12.5,.141,,.524,8.7,78.9,.200
49,49,2020-02-01,@,POR,L,107,124,114.0,132.1,93.9,.096,.436,.546,42.0,47.5,6.4,6.3,,.521,8.4,22.9,.096,,.592,10.7,65.0,.163
50,50,2020-02-05,,DEN,L,95,98,98.9,102.1,96.0,.163,.453,.515,46.9,55.6,5.2,1.7,,.500,13.2,15.2,.105,,.472,10.1,75.0,.144
51,51,2020-02-07,,POR,W,117,114,115.5,112.5,101.3,.264,.330,.576,56.6,46.7,5.9,3.5,,.549,12.9,28.3,.187,,.541,8.0,81.1,.093
52,52,2020-02-09,@,HOU,W,114,113,117.4,116.4,97.1,.209,.442,.607,57.1,59.5,2.1,7.5,,.576,13.8,25.6,.174,,.542,5.6,84.4,.105
53,53,2020-02-10,@,DAL,W,123,119,126.6,122.5,97.1,.269,.449,.705,63.4,58.7,5.1,5.0,,.686,19.4,31.3,.205,,.560,6.8,89.7,.313
54,54,2020-02-12,,MIA,W,116,101,118.6,103.3,97.8,.271,.424,.610,58.9,56.1,6.1,6.1,,.565,12.8,24.4,.235,,.506,10.4,87.8,.136
55,55,2020-02-21,,SAS,L,104,113,102.8,111.6,101.2,.317,.402,.557,49.5,71.4,4.0,8.5,,.500,15.4,12.8,.268,,.495,5.5,85.4,.253
56,56,2020-02-22,,HOU,L,110,120,106.6,116.3,103.2,.267,.344,.547,52.3,42.9,1.0,4.5,,.506,11.4,14.3,.211,,.598,9.2,87.0,.109
57,57,2020-02-24,,PHO,L,111,131,113.6,134.1,97.7,.632,.382,.639,44.1,50.0,8.2,3.0,,.544,17.9,15.6,.544,,.632,11.8,69.4,.241
58,58,2020-02-26,,BOS,L,103,114,115.7,128.1,89.0,.169,.449,.539,48.2,40.0,5.6,5.2,,.517,8.6,27.1,.124,,.601,8.1,75.7,.155
59,59,2020-02-28,,WAS,W,129,119,127.5,117.6,101.2,.337,.416,.631,56.8,52.3,6.9,8.2,,.601,12.8,34.9,.247,,.531,9.3,75.0,.153
60,60,2020-03-02,@,CLE,W,126,113,134.8,120.9,93.5,.169,.494,.707,56.6,63.8,3.2,14.0,,.687,14.4,24.2,.145,,.555,5.7,78.0,.132
61,61,2020-03-04,@,NYK,W,112,104,119.2,110.7,94.0,.309,.444,.609,46.8,63.4,5.3,7.7,,.568,10.7,16.2,.247,,.524,12.3,73.8,.176
62,62,2020-03-06,@,BOS,W,99,94,105.1,99.8,94.2,.150,.563,.580,47.1,63.9,8.5,12.1,,.556,17.4,20.0,.125,,.426,10.5,71.1,.149
63,63,2020-03-07,@,DET,W,111,105,122.4,115.8,90.7,.364,.429,.621,51.3,42.5,11.0,7.1,,.584,9.2,24.3,.273,,.517,10.3,75.6,.186
64,64,2020-03-09,,TOR,L,92,101,100.1,109.8,92.0,.169,.518,.516,39.1,72.7,13.1,8.5,,.494,11.0,13.3,.120,,.512,16.5,66.7,.193
