Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
46,46,2020-01-26,@,SAS,W,110,106,112.0,107.9,98.2,.152,.505,.521,51.0,75.6,11.2,4.4,,.495,7.0,25.5,.121,,.512,14.7,83.7,.268
47,47,2020-01-28,,ATL,W,130,114,119.6,104.9,108.7,.278,.443,.597,54.2,54.2,9.2,13.3,,.562,9.9,22.7,.216,,.511,14.9,80.8,.217
48,48,2020-01-30,@,CLE,W,115,109,116.2,110.2,98.9,.333,.381,.597,41.6,56.1,13.1,5.6,,.560,11.9,19.6,.250,,.539,17.9,65.1,.133
49,49,2020-01-31,@,DET,W,105,92,111.5,97.7,94.2,.129,.318,.584,48.3,59.1,6.4,16.3,,.571,13.5,17.9,.094,,.424,13.8,72.9,.316
50,50,2020-02-02,,CHI,W,129,102,134.5,106.4,95.9,.274,.405,.685,52.9,59.6,6.3,11.9,,.655,13.7,33.3,.226,,.472,13.6,66.7,.189
51,51,2020-02-05,,IND,W,119,118,121.8,120.8,97.7,.279,.372,.616,46.8,62.8,12.3,0.0,,.570,9.4,17.1,.244,,.640,16.8,78.9,.159
52,52,2020-02-07,@,IND,W,115,106,113.0,104.2,101.7,.193,.432,.602,45.3,66.7,11.8,5.8,,.574,14.4,18.2,.159,,.512,17.3,73.8,.209
53,53,2020-02-08,,BRK,W,119,118,124.5,123.5,95.6,.221,.368,.571,51.1,48.9,6.3,10.4,,.547,6.3,28.3,.158,,.533,8.1,72.9,.217
54,54,2020-02-10,,MIN,W,137,126,126.1,115.9,108.7,.258,.371,.691,51.9,56.9,13.8,8.7,,.669,15.4,24.3,.202,,.558,18.5,76.2,.349
55,55,2020-02-12,@,BRK,L,91,101,92.4,102.6,98.5,.144,.478,.475,43.3,61.8,6.1,7.5,,.450,12.0,12.2,.111,,.460,10.8,75.0,.227
56,56,2020-02-21,,PHO,W,118,101,113.2,96.9,104.2,.275,.463,.658,58.5,57.1,6.7,22.4,,.613,19.7,22.6,.250,,.446,14.3,80.4,.207
57,57,2020-02-23,,IND,W,127,81,122.1,77.9,104.0,.196,.478,.636,59.4,68.1,8.7,16.1,,.603,14.5,27.0,.174,,.368,14.2,79.7,.116
58,58,2020-02-25,,MIL,L,97,108,94.3,105.0,102.8,.231,.571,.484,44.8,65.6,3.9,11.9,,.451,13.8,16.7,.165,,.464,11.5,81.0,.357
59,59,2020-02-28,,CHO,L,96,99,101.6,104.7,94.5,.305,.453,.445,43.7,57.6,11.6,6.3,,.400,4.4,23.0,.211,,.519,16.0,73.8,.231
60,60,2020-03-01,@,DEN,L,118,133,115.1,129.7,102.6,.326,.427,.580,46.8,58.5,8.8,8.5,,.517,9.8,19.0,.292,,.675,14.3,80.0,.253
61,61,2020-03-03,@,PHO,W,123,114,117.3,108.8,104.8,.407,.395,.607,57.3,42.5,8.6,10.9,,.547,12.9,23.7,.337,,.547,15.8,86.4,.247
62,62,2020-03-05,@,GSW,W,121,113,115.5,107.8,104.8,.369,.488,.620,42.9,70.0,9.5,6.5,,.554,10.1,7.3,.333,,.480,12.1,72.0,.194
63,63,2020-03-08,@,SAC,W,118,113,119.1,114.1,99.1,.329,.585,.628,41.9,69.2,10.1,5.1,,.591,8.7,4.8,.256,,.511,9.9,77.3,.233
64,64,2020-03-09,@,UTA,W,101,92,109.8,100.1,92.0,.217,.434,.555,60.9,61.1,9.8,5.0,,.512,16.5,33.3,.193,,.494,11.0,86.7,.120
