Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
19,19,2019-11-30,@,PHI,L,116,119,42,76,.553,11,22,.500,21,25,.840,3,31,22,7,3,19,24,,38,77,.494,11,23,.478,32,36,.889,4,32,27,12,5,12,16
20,20,2019-12-02,@,MEM,W,117,104,44,88,.500,16,38,.421,13,15,.867,8,44,31,4,2,15,22,,38,89,.427,10,38,.263,18,19,.947,8,38,23,5,6,11,20
21,21,2019-12-04,@,OKC,W,107,100,42,87,.483,9,24,.375,14,17,.824,11,39,19,5,1,8,21,,41,84,.488,9,26,.346,9,10,.900,8,37,25,3,5,11,19
22,22,2019-12-06,@,DET,L,101,108,38,83,.458,9,24,.375,16,20,.800,5,33,24,8,9,11,18,,39,87,.448,11,25,.440,19,26,.731,14,51,21,7,5,17,17
23,23,2019-12-07,@,NYK,W,104,103,41,85,.482,12,28,.429,10,13,.769,5,42,26,7,9,16,17,,39,96,.406,10,31,.323,15,21,.714,15,52,24,11,6,11,14
24,24,2019-12-09,,LAC,L,99,110,34,97,.351,10,35,.286,21,28,.750,14,56,16,7,3,13,21,,40,97,.412,10,32,.313,20,27,.741,11,56,19,7,7,10,16
25,25,2019-12-11,,BOS,W,122,117,41,85,.482,10,25,.400,30,36,.833,5,36,27,11,4,10,18,,43,87,.494,14,36,.389,17,22,.773,8,44,25,6,4,15,27
26,26,2019-12-13,@,ATL,W,110,100,46,92,.500,7,22,.318,11,15,.733,6,46,28,7,0,14,21,,39,94,.415,6,28,.214,16,23,.696,12,50,24,6,4,15,20
27,27,2019-12-15,,CHO,W,107,85,40,88,.455,10,35,.286,17,20,.850,8,51,30,6,9,9,25,,28,91,.308,5,32,.156,24,35,.686,17,56,18,4,5,10,21
28,28,2019-12-17,,LAL,W,105,102,41,85,.482,10,25,.400,13,20,.650,13,43,22,9,6,12,21,,43,91,.473,8,31,.258,8,17,.471,14,42,28,5,6,13,19
29,29,2019-12-20,,SAC,W,119,105,45,86,.523,14,31,.452,15,18,.833,7,39,34,5,7,9,15,,41,91,.451,10,32,.313,13,15,.867,13,41,25,4,6,10,15
30,30,2019-12-22,@,MIL,L,89,117,37,100,.370,12,40,.300,3,5,.600,10,48,27,7,5,13,15,,44,104,.423,15,44,.341,14,17,.824,16,61,31,10,9,9,7
31,31,2019-12-23,,TOR,W,120,115,45,95,.474,18,42,.429,12,20,.600,13,45,34,7,8,12,22,,43,94,.457,11,40,.275,18,24,.750,12,50,30,6,8,16,22
32,32,2019-12-27,@,MIA,L,112,113,44,90,.489,14,31,.452,10,12,.833,2,34,27,8,4,4,16,,40,89,.449,16,38,.421,17,19,.895,14,56,29,3,2,13,12
33,33,2019-12-28,@,NOP,L,98,120,33,85,.388,6,28,.214,26,29,.897,12,46,17,6,2,18,16,,43,93,.462,18,42,.429,16,20,.800,11,49,25,9,2,12,18
34,34,2019-12-31,,PHI,W,115,97,42,86,.488,11,25,.440,20,26,.769,5,38,35,3,6,6,16,,37,91,.407,6,29,.207,17,20,.850,14,47,24,4,6,12,22
