Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
35,35,2020-01-03,@,ORL,L,85,105,89.2,110.2,95.3,.288,.463,.472,52.7,53.3,7.3,4.3,,.419,16.6,21.3,.225,,.488,9.6,84.8,.321
36,36,2020-01-05,,POR,W,122,111,128.1,116.5,95.2,.178,.489,.629,54.0,72.3,4.2,10.0,,.622,9.3,25.6,.111,,.534,9.5,81.8,.207
37,37,2020-01-08,@,IND,W,122,108,123.2,109.1,99.0,.309,.469,.663,52.6,65.1,8.1,7.0,,.630,10.7,8.8,.247,,.530,11.2,86.4,.226
38,38,2020-01-10,@,BRK,L,113,117,118.1,122.3,95.7,.247,.341,.600,44.0,59.1,6.3,6.1,,.559,6.9,9.8,.212,,.565,8.2,72.0,.129
39,39,2020-01-12,@,NYK,L,121,124,127.0,130.1,95.3,.359,.449,.670,50.0,57.1,1.0,8.5,,.628,13.4,21.6,.295,,.561,5.5,75.6,.256
40,40,2020-01-15,,SAS,W,106,100,112.2,105.8,94.5,.148,.455,.566,54.4,63.4,4.2,8.9,,.563,8.8,18.6,.080,,.494,7.7,87.2,.135
41,41,2020-01-17,@,OKC,W,115,108,120.3,113.0,95.6,.286,.429,.608,56.3,63.4,4.2,7.9,,.571,10.4,17.1,.226,,.548,9.8,86.7,.190
42,42,2020-01-19,@,SAS,L,102,107,109.4,114.8,93.2,.233,.395,.538,52.2,62.2,8.6,5.8,,.488,8.7,22.7,.209,,.494,10.3,80.4,.271
43,43,2020-01-20,,SAC,W,118,113,110.3,105.6,96.9,.265,.506,.637,46.2,61.9,8.4,5.5,,.602,18.5,13.2,.217,,.476,11.8,69.8,.113
44,44,2020-01-22,,WAS,W,134,129,122.8,118.2,98.9,.424,.388,.664,51.2,67.4,2.7,10.5,,.606,13.7,15.0,.365,,.571,9.3,84.1,.162
45,45,2020-01-24,,LAC,L,117,122,116.5,121.4,100.5,.312,.473,.553,48.4,62.5,4.0,6.8,,.500,7.8,19.6,.258,,.543,7.1,76.6,.213
46,46,2020-01-27,,ORL,W,113,92,125.6,102.3,90.0,.203,.354,.657,50.0,73.8,2.2,17.3,,.620,10.4,9.1,.190,,.433,4.9,77.6,.169
47,47,2020-01-28,,BOS,L,101,109,104.8,113.1,96.4,.348,.416,.492,48.4,45.5,11.4,4.3,,.421,8.9,22.9,.292,,.548,13.0,75.6,.217
48,48,2020-02-01,@,ORL,W,102,89,113.5,99.1,89.8,.338,.429,.577,55.2,72.7,6.7,16.0,,.526,12.8,23.8,.273,,.452,9.0,84.4,.169
49,49,2020-02-03,,PHI,W,137,106,148.9,115.2,92.0,.353,.376,.698,44.3,56.3,8.7,2.2,,.659,3.0,16.7,.294,,.512,13.0,67.4,.253
50,50,2020-02-05,@,LAC,L,111,128,112.3,129.5,98.9,.226,.452,.543,47.4,72.5,7.1,5.7,,.516,7.3,18.9,.161,,.640,10.2,81.8,.157
