Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
53,53,2020-02-08,,DEN,L,108,117,112.6,122.0,95.9,.264,.368,.556,50.6,65.8,7.3,7.4,,.489,11.8,25.6,.264,,.616,13.3,78.9,.195
54,54,2020-02-10,@,LAL,L,100,125,101.3,126.7,98.7,.408,.408,.558,33.0,81.3,7.1,3.7,,.493,12.7,6.5,.329,,.593,13.6,61.9,.187
55,55,2020-02-12,,GSW,W,112,106,110.3,104.4,101.5,.165,.407,.574,51.3,59.5,13.8,8.7,,.538,12.5,19.0,.154,,.578,20.5,88.9,.221
56,56,2020-02-21,@,TOR,L,101,118,96.9,113.2,104.2,.250,.370,.495,41.5,76.3,11.5,7.0,,.446,14.3,19.6,.207,,.613,19.7,77.4,.250
57,57,2020-02-22,@,CHI,W,112,104,111.7,103.8,100.2,.360,.349,.562,55.3,68.4,10.0,8.9,,.500,16.0,38.6,.302,,.518,21.3,73.2,.217
58,58,2020-02-24,@,UTA,W,131,111,134.1,113.6,97.7,.276,.230,.671,55.9,67.3,10.2,2.4,,.632,11.8,30.6,.241,,.544,17.9,84.4,.544
59,59,2020-02-26,,LAC,L,92,102,98.6,109.3,93.4,.207,.391,.485,51.1,85.3,8.6,6.5,,.443,14.4,28.6,.172,,.524,14.2,75.6,.167
60,60,2020-02-28,,DET,L,111,113,117.7,119.8,94.3,.227,.307,.673,55.1,68.9,9.5,8.6,,.660,17.9,19.2,.160,,.561,9.3,76.7,.133
61,61,2020-02-29,,GSW,L,99,115,100.4,116.6,98.6,.277,.349,.532,44.9,70.6,3.0,8.8,,.482,16.9,18.2,.229,,.523,9.0,71.1,.276
62,62,2020-03-03,,TOR,L,114,123,108.8,117.3,104.8,.294,.459,.594,42.7,76.9,5.7,11.5,,.547,15.8,13.6,.247,,.547,12.9,76.3,.337
63,63,2020-03-06,,POR,W,127,117,129.3,119.1,98.2,.209,.462,.639,54.7,64.4,9.2,7.3,,.599,10.8,33.3,.198,,.569,14.1,78.0,.207
64,64,2020-03-08,,MIL,W,140,131,134.1,125.5,104.4,.365,.506,.710,56.6,63.8,5.7,6.5,,.665,12.4,21.6,.318,,.605,8.8,84.8,.168
65,65,2020-03-10,@,POR,L,105,121,106.6,122.8,98.5,.287,.368,.536,48.3,74.3,3.0,9.3,,.466,12.5,19.6,.276,,.601,10.2,79.1,.157
