Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
41,41,2020-01-15,,ORL,L,118,119,114.0,115.0,103.5,.113,.392,.579,50.0,70.8,6.8,8.8,,.572,13.6,27.1,.072,,.511,10.9,72.9,.245
42,42,2020-01-18,@,HOU,W,124,115,114.9,106.5,108.0,.344,.355,.579,51.6,55.6,12.0,17.0,,.543,13.7,30.0,.247,,.511,16.3,75.6,.256
43,43,2020-01-20,@,BOS,L,107,139,105.9,137.6,101.0,.326,.292,.526,42.9,56.4,4.9,13.6,,.478,12.8,26.1,.247,,.645,10.2,63.2,.204
44,44,2020-01-22,@,NYK,W,100,92,107.9,99.3,92.6,.341,.329,.530,47.8,50.0,14.0,14.8,,.494,9.6,24.4,.232,,.472,15.4,71.1,.102
45,45,2020-01-23,@,BRK,W,128,113,122.8,108.4,104.3,.213,.404,.623,55.9,59.6,8.6,13.3,,.601,12.7,25.0,.160,,.555,14.1,83.7,.132
46,46,2020-01-25,@,PHI,L,91,108,92.2,109.4,98.7,.303,.408,.528,46.1,65.7,12.2,2.4,,.500,19.6,15.4,.197,,.609,19.6,78.4,.167
47,47,2020-01-31,,POR,L,119,127,113.5,121.1,104.9,.292,.333,.549,60.8,62.2,1.9,16.4,,.526,14.2,35.8,.188,,.572,4.5,87.8,.165
48,48,2020-02-01,@,SAC,W,129,113,128.1,112.2,100.7,.314,.500,.659,51.1,75.0,9.9,10.6,,.622,12.5,26.2,.256,,.505,13.5,72.9,.231
49,49,2020-02-04,,SAS,W,129,102,135.0,106.7,95.6,.294,.329,.672,67.4,56.0,5.2,6.3,,.659,12.7,36.4,.200,,.511,5.8,86.8,.099
50,50,2020-02-06,,HOU,L,111,121,108.0,117.7,102.8,.176,.341,.566,50.7,73.3,9.7,9.3,,.544,13.3,16.2,.132,,.618,14.7,84.2,.188
51,51,2020-02-08,@,GSW,W,125,120,117.0,112.3,106.9,.415,.354,.645,58.8,67.4,10.3,3.5,,.610,19.8,32.4,.305,,.590,15.4,81.4,.169
