Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,TOV%,ORB%,FT/FGA,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
BOS,26,2019-12-20,,DET,W,114,93,111.9,91.3,101.9,17.4,34.2,0.174,45,86,0.523,9,27,0.333,15,21,0.714,13,51,24,13,9,20,19
BOS,27,2019-12-22,,CHO,W,119,93,128.9,100.7,92.3,10.4,28.6,0.148,46,88,0.523,14,32,0.438,13,16,0.813,10,57,25,2,9,11,24
BOS,28,2019-12-25,@,TOR,W,118,102,119,102.9,99.2,16.2,32.5,0.13,46,92,0.5,14,33,0.424,12,14,0.857,13,45,26,7,3,19,22
BOS,29,2019-12-27,,CLE,W,129,117,128.6,116.6,100.3,9.6,27.3,0.179,49,95,0.516,14,40,0.35,17,19,0.895,12,43,28,4,10,11,23
BOS,30,2019-12-28,,TOR,L,97,113,99.5,115.9,97.5,13,15.6,0.359,31,78,0.397,7,32,0.219,28,36,0.778,7,31,18,11,4,14,17
BOS,31,2019-12-31,@,CHO,W,109,92,112.8,95.2,96.6,9,31.3,0.072,44,97,0.454,14,38,0.368,7,10,0.7,15,54,25,12,9,10,16
BOS,32,2020-01-03,,ATL,W,109,106,104.6,101.7,104.2,10.2,25,0.226,41,93,0.441,6,25,0.24,21,29,0.724,12,54,23,9,7,12,16
BOS,33,2020-01-04,@,CHI,W,111,104,116.8,109.5,95,17.2,33.3,0.207,43,82,0.524,8,19,0.421,17,21,0.81,13,44,22,10,5,19,22
BOS,34,2020-01-06,@,WAS,L,94,99,92.9,97.9,101.2,13.1,28.6,0.211,33,95,0.347,8,37,0.216,20,26,0.769,16,55,17,7,8,16,20
BOS,35,2020-01-08,,SAS,L,114,129,108.7,123,104.9,12.8,16.3,0.303,37,89,0.416,13,38,0.342,27,30,0.9,8,39,26,7,2,15,20
BOS,36,2020-01-09,@,PHI,L,98,109,104.5,116.3,93.7,13.3,18.6,0.091,38,88,0.432,14,36,0.389,8,8,1,8,38,17,8,1,14,16
BOS,37,2020-01-11,,NOP,W,140,105,132.6,99.5,105.6,8.5,26.3,0.16,55,100,0.55,14,29,0.483,16,18,0.889,10,53,29,14,3,10,23
BOS,38,2020-01-13,,CHI,W,113,101,117.5,105.1,96.1,11.1,24.4,0.313,39,83,0.47,9,23,0.391,26,29,0.897,10,43,28,7,6,12,19
BOS,39,2020-01-15,,DET,L,103,116,110.5,124.5,93.2,14,29.5,0.145,41,83,0.494,9,28,0.321,12,20,0.6,13,44,21,7,2,15,17
BOS,40,2020-01-16,@,MIL,L,123,128,118.1,122.9,104.1,6,18.9,0.224,43,98,0.439,15,49,0.306,22,27,0.815,10,43,16,4,7,7,25
BOS,41,2020-01-18,,PHO,L,119,123,110.4,114.1,107.8,9.4,8.7,0.208,42,96,0.438,15,42,0.357,20,22,0.909,4,39,26,11,6,11,24
BOS,42,2020-01-20,,LAL,W,139,107,137.6,105.9,101,10.2,36.8,0.204,52,93,0.559,16,34,0.471,19,29,0.655,14,48,31,10,5,12,26
BOS,43,2020-01-22,,MEM,W,119,95,120.9,96.5,98.4,8.4,20.5,0.169,45,89,0.506,14,32,0.438,15,20,0.75,9,44,32,11,9,9,14
BOS,44,2020-01-24,@,ORL,W,109,98,113.8,102.3,95.8,12.2,21.4,0.174,40,86,0.465,14,35,0.4,15,18,0.833,9,44,27,10,7,13,20
BOS,45,2020-01-26,@,NOP,L,108,123,104,118.4,103.9,14,16.3,0.202,41,89,0.461,8,33,0.242,18,22,0.818,7,37,21,6,5,16,29
BOS,46,2020-01-28,@,MIA,W,109,101,113.1,104.8,96.4,13,24.4,0.217,39,83,0.47,13,36,0.361,18,24,0.75,11,48,24,5,8,14,22
BOS,47,2020-01-30,,GSW,W,119,104,117,102.2,101.7,18.4,34.1,0.227,42,88,0.477,15,35,0.429,20,22,0.909,14,51,27,12,4,22,24
BOS,48,2020-02-01,,PHI,W,116,95,121.2,99.3,95.7,9.3,20.9,0.4,38,80,0.475,8,30,0.267,32,41,0.78,9,42,15,9,2,10,20
BOS,49,2020-02-03,@,ATL,W,123,115,122.4,114.5,100.5,13.3,29.7,0.167,48,90,0.533,12,29,0.414,15,17,0.882,11,44,21,10,5,15,22
BOS,50,2020-02-05,,ORL,W,116,100,120.9,104.2,95.9,11.4,16.7,0.128,46,86,0.535,13,23,0.565,11,16,0.688,6,41,23,10,6,12,19
BOS,51,2020-02-07,,ATL,W,112,107,115.6,110.5,96.9,11.7,24.4,0.256,37,86,0.43,16,37,0.432,22,27,0.815,11,47,23,5,8,13,18
BOS,52,2020-02-09,@,OKC,W,112,111,121.4,120.3,92.3,8.6,30.4,0.238,38,84,0.452,16,36,0.444,20,27,0.741,14,53,19,6,2,9,24
BOS,53,2020-02-11,@,HOU,L,105,116,102.4,113.1,102.5,15.8,20,0.235,37,85,0.435,11,32,0.344,20,25,0.8,10,48,24,11,4,18,26
BOS,54,2020-02-13,,LAC,W,141,133,114.1,107.6,102.3,10.4,14.6,0.32,45,103,0.437,18,43,0.419,33,40,0.825,7,51,22,9,6,14,28
BOS,55,2020-02-21,@,MIN,W,127,117,124.1,114.4,102.3,8.2,31.4,0.305,44,95,0.463,10,29,0.345,29,37,0.784,16,58,21,5,6,10,26
BOS,56,2020-02-23,@,LAL,L,112,114,109.2,111.2,102.5,15,18.6,0.277,38,83,0.458,13,34,0.382,23,30,0.767,8,44,20,7,3,17,29
BOS,57,2020-02-25,@,POR,W,118,106,116.8,104.9,101,12.7,19.5,0.144,43,90,0.478,19,39,0.487,13,14,0.929,8,45,19,6,3,14,19
BOS,58,2020-02-26,@,UTA,W,114,103,128.1,115.7,89,8.1,24.3,0.155,45,84,0.536,11,26,0.423,13,16,0.813,9,44,21,7,4,8,17
BOS,59,2020-02-29,,HOU,L,110,111,102.6,103.5,97.1,11.2,25.5,0.19,39,100,0.39,13,42,0.31,19,25,0.76,14,54,22,11,6,14,18
BOS,60,2020-03-03,,BRK,L,120,129,108.7,116.8,100,11.7,24.1,0.165,44,103,0.427,15,49,0.306,17,23,0.739,13,42,24,10,6,15,30
BOS,61,2020-03-04,@,CLE,W,112,106,120.9,114.4,92.7,10.1,28.3,0.244,40,86,0.465,11,30,0.367,21,26,0.808,13,49,16,10,7,11,20
BOS,62,2020-03-06,,UTA,L,94,99,99.8,105.1,94.2,10.5,28.9,0.149,35,94,0.372,10,36,0.278,14,18,0.778,13,45,19,6,6,12,13
BOS,63,2020-03-08,,OKC,L,104,105,102.7,103.7,101.3,11.5,23.9,0.163,38,92,0.413,13,37,0.351,15,19,0.789,11,46,22,9,5,13,25
BOS,64,2020-03-10,@,IND,W,114,111,117.5,114.4,97.1,7.2,25,0.204,41,93,0.441,13,37,0.351,19,22,0.864,11,46,19,9,4,8,15
CHA,1,2019-10-23,,CHI,W,126,125,124,123,101.6,16.7,23.7,0.148,45,88,0.511,23,44,0.523,13,16,0.813,9,41,28,3,4,19,18
CHA,2,2019-10-25,,MIN,L,99,121,95.3,116.4,103.9,16.6,18.8,0.155,37,84,0.44,12,29,0.414,13,26,0.5,9,42,26,6,5,19,29
CHA,3,2019-10-27,@,LAL,L,101,120,101.5,120.6,99.5,12.2,26,0.231,35,91,0.385,10,35,0.286,21,23,0.913,13,45,19,7,4,14,20
CHA,4,2019-10-28,@,LAC,L,96,111,95.6,110.5,100.4,19.1,20.5,0.12,36,83,0.434,14,39,0.359,10,14,0.714,9,38,24,5,3,21,23
CHA,5,2019-10-30,@,SAC,W,118,111,116.3,109.4,101.4,18.2,25.6,0.119,46,84,0.548,16,32,0.5,10,14,0.714,10,46,30,8,3,20,17
CHA,6,2019-11-02,@,GSW,W,93,87,101.2,94.7,91.9,11.2,31.4,0.188,36,85,0.424,5,29,0.172,16,23,0.696,16,48,18,6,1,12,15
CHA,7,2019-11-05,,IND,W,122,120,114.9,113,96.2,10.9,21.7,0.318,42,88,0.477,10,31,0.323,28,42,0.667,10,37,22,7,4,13,17
CHA,8,2019-11-07,,BOS,L,87,108,84.4,104.8,103.1,17.4,18,0.174,33,86,0.384,6,31,0.194,15,21,0.714,9,49,21,7,9,20,19
CHA,9,2019-11-09,,NOP,L,110,115,103.8,108.5,106,16.9,26.5,0.295,36,88,0.409,12,35,0.343,26,34,0.765,13,42,27,10,2,21,27
CHA,10,2019-11-10,@,PHI,L,106,114,107.1,115.1,99,12.2,13.3,0.19,38,84,0.452,14,33,0.424,16,22,0.727,6,31,22,9,1,13,19
CHA,11,2019-11-13,,MEM,L,117,119,114.4,116.4,102.2,13.6,17.1,0.172,43,87,0.494,16,36,0.444,15,19,0.789,7,34,27,8,5,15,12
CHA,12,2019-11-15,,DET,W,109,106,113.8,110.7,95.8,8.8,28.6,0.104,43,96,0.448,13,35,0.371,10,16,0.625,14,41,22,10,3,10,17
CHA,13,2019-11-16,@,NYK,W,103,102,113.4,112.3,90.8,9.5,25.5,0.161,36,87,0.414,17,48,0.354,14,19,0.737,12,42,22,5,3,10,18
CHA,14,2019-11-18,@,TOR,L,96,132,100.1,137.6,95.9,17.7,19.6,0.192,33,78,0.423,15,45,0.333,15,24,0.625,9,37,26,3,8,19,19
CHA,15,2019-11-20,@,BRK,L,91,101,92.8,103,98.1,14.8,16.7,0.247,30,81,0.37,11,33,0.333,20,26,0.769,8,41,17,8,3,16,23
CHA,16,2019-11-22,@,WAS,L,118,125,113.6,120.3,103.9,14.2,16.7,0.086,48,93,0.516,14,34,0.412,8,8,1,7,44,24,9,5,16,18
CHA,17,2019-11-23,,CHI,L,115,116,118.4,119.5,97.1,17.5,27.8,0.188,44,80,0.55,12,28,0.429,15,22,0.682,10,43,26,5,7,19,17
CHA,18,2019-11-25,@,MIA,L,100,117,102.1,119.4,98,11.7,19.6,0.218,36,87,0.414,9,33,0.273,19,25,0.76,10,35,25,11,0,13,24
CHA,19,2019-11-27,,DET,W,102,101,114.3,113.1,89.3,3,21.3,0.193,39,88,0.443,7,30,0.233,17,20,0.85,10,41,27,3,7,3,18
CHA,20,2019-11-29,@,DET,W,110,107,125.6,122.1,87.6,10,26.2,0.133,40,83,0.482,19,38,0.5,11,15,0.733,11,37,26,8,6,10,17
CHA,21,2019-11-30,@,MIL,L,96,137,95.3,136.1,100.7,10.3,24.6,0.069,37,101,0.366,15,45,0.333,7,8,0.875,15,53,21,4,1,12,18
CHA,22,2019-12-02,,PHO,L,104,109,107.1,112.3,97.1,16.6,33.3,0.25,38,84,0.452,7,25,0.28,21,26,0.808,14,53,27,4,7,19,23
CHA,23,2019-12-04,,GSW,W,106,91,115.8,99.4,91.6,12.6,26.2,0.057,40,87,0.46,21,48,0.438,5,8,0.625,11,44,30,11,7,13,20
CHA,24,2019-12-06,,BRK,L,104,111,110.4,117.8,94.2,17.4,22.7,0.181,36,83,0.434,17,40,0.425,15,17,0.882,10,34,23,6,6,19,16
CHA,25,2019-12-08,,ATL,L,107,122,109.6,125,97.6,9.7,26,0.267,36,90,0.4,11,31,0.355,24,29,0.828,13,44,22,8,3,11,17
CHA,26,2019-12-10,,WAS,W,114,107,118.8,111.5,95.9,11.8,25.6,0.259,38,85,0.447,16,41,0.39,22,28,0.786,11,48,22,4,4,13,26
CHA,27,2019-12-11,@,BRK,W,113,108,121,115.7,93.4,7.3,30,0.295,36,88,0.409,15,35,0.429,26,32,0.813,15,47,20,2,6,8,23
CHA,28,2019-12-13,@,CHI,W,83,73,87.4,76.9,94.9,18.5,24.4,0.215,30,79,0.38,6,31,0.194,17,21,0.81,11,60,21,9,5,20,16
CHA,29,2019-12-15,@,IND,L,85,107,88.5,111.4,96.1,8.6,28.3,0.264,28,91,0.308,5,32,0.156,24,35,0.686,17,56,18,4,5,10,21
CHA,30,2019-12-17,,SAC,W,110,102,120.2,111.5,91.5,14.7,41,0.235,39,81,0.481,13,30,0.433,19,27,0.704,16,51,26,5,8,16,18
CHA,31,2019-12-18,@,CLE,L,98,100,107.4,109.6,91.3,8.3,28.3,0.121,37,91,0.407,13,37,0.351,11,18,0.611,15,35,25,12,3,9,20
CHA,32,2019-12-21,,UTA,L,107,114,112.4,119.7,95.2,12.9,24.4,0.2,39,85,0.459,12,29,0.414,17,22,0.773,11,36,20,13,4,14,25
CHA,33,2019-12-22,@,BOS,L,93,119,100.7,128.9,92.3,3.2,4.1,0.207,33,82,0.402,10,34,0.294,17,23,0.739,2,27,26,3,5,3,17
CHA,34,2019-12-27,,OKC,L,102,104,97.9,99.9,94.3,12.1,30.4,0.109,42,101,0.416,7,39,0.179,11,18,0.611,17,54,26,8,4,15,27
CHA,35,2019-12-29,@,MEM,L,104,117,104.7,117.8,99.3,12.3,22.9,0.244,37,86,0.43,9,31,0.29,21,32,0.656,11,42,23,8,4,14,19
CHA,36,2019-12-31,,BOS,L,92,109,95.2,112.8,96.6,15.4,17,0.14,34,86,0.395,12,34,0.353,12,16,0.75,8,41,25,7,4,17,16
CHA,37,2020-01-02,@,CLE,W,109,106,117.9,114.6,92.5,10.5,22.2,0.241,37,83,0.446,15,38,0.395,20,24,0.833,10,39,25,5,0,11,15
CHA,38,2020-01-04,@,DAL,W,123,120,124.9,121.9,89.2,14.7,37.2,0.329,42,85,0.494,11,25,0.44,28,31,0.903,16,53,27,5,5,17,22
CHA,39,2020-01-06,,IND,L,104,115,113.7,125.8,91.5,10.8,20.5,0.247,37,81,0.457,10,30,0.333,20,22,0.909,8,38,21,3,3,11,14
CHA,40,2020-01-08,,TOR,L,110,112,112.7,114.7,88.4,14.9,28.9,0.221,38,86,0.442,15,37,0.405,19,26,0.731,13,50,30,6,6,17,21
CHA,41,2020-01-10,@,UTA,L,92,109,99.6,118,92.3,19.3,18.4,0.187,35,75,0.467,8,26,0.308,14,19,0.737,7,37,20,6,3,20,16
CHA,42,2020-01-12,@,PHO,L,92,100,95.6,103.9,96.2,13,17,0.14,36,86,0.419,8,35,0.229,12,18,0.667,8,37,25,10,3,14,19
CHA,43,2020-01-13,@,POR,L,112,115,119.1,122.3,94,7.6,20.8,0.156,40,90,0.444,18,38,0.474,14,18,0.778,10,42,24,7,3,8,20
CHA,44,2020-01-15,@,DEN,L,86,100,92,107,93.4,13.8,19.6,0.099,33,81,0.407,12,35,0.343,8,14,0.571,9,42,28,4,6,14,24
CHA,45,2020-01-20,,ORL,L,83,106,93,118.8,89.2,17.5,22,0.197,29,76,0.382,10,33,0.303,15,20,0.75,9,39,21,4,5,18,18
CHA,46,2020-01-24,,MIL,L,103,116,102.8,115.8,100.2,11.6,16.3,0.291,32,86,0.372,14,39,0.359,25,30,0.833,8,39,24,6,3,13,22
CHA,47,2020-01-28,,NYK,W,97,92,103.7,98.3,93.6,11.5,32,0.239,34,88,0.386,8,32,0.25,21,27,0.778,16,51,22,5,4,13,14
CHA,48,2020-01-30,@,WAS,L,107,121,113.6,128.5,94.2,6.1,29.6,0.121,43,99,0.434,9,30,0.3,12,19,0.632,16,38,32,9,4,7,24
CHA,49,2020-02-01,@,SAS,L,90,114,92.4,117.1,97.4,16.1,14,0.12,35,83,0.422,10,36,0.278,10,12,0.833,6,37,29,5,7,17,18
CHA,50,2020-02-03,,ORL,L,100,112,113.1,126.7,88.4,11.2,34.1,0.101,41,89,0.461,9,31,0.29,9,14,0.643,15,46,24,8,2,12,16
CHA,51,2020-02-04,@,HOU,L,110,125,110.5,125.6,99.5,15.4,26.1,0.229,39,83,0.47,13,33,0.394,19,24,0.792,12,53,22,2,2,17,18
CHA,52,2020-02-08,,DAL,L,100,116,111.8,129.7,89.4,9.5,25.5,0.149,38,87,0.437,11,36,0.306,13,18,0.722,12,39,15,5,4,10,13
CHA,53,2020-02-10,@,DET,W,87,76,100,87.3,87,9.6,28.3,0.136,33,88,0.375,9,36,0.25,12,14,0.857,13,45,19,10,3,10,15
CHA,54,2020-02-12,@,MIN,W,115,108,113.1,106.2,101.7,11.3,26.1,0.163,43,92,0.467,14,34,0.412,15,23,0.652,12,52,22,7,4,13,16
CHA,55,2020-02-20,@,CHI,W,103,93,110.9,100.1,92.9,16.4,25.7,0.338,35,74,0.473,8,28,0.286,25,29,0.862,9,44,22,9,4,17,16
CHA,56,2020-02-22,,BRK,L,86,115,89,119,96.6,11,16.7,0.136,31,88,0.352,12,35,0.343,12,21,0.571,9,45,22,5,2,12,16
CHA,57,2020-02-25,@,IND,L,80,119,82.4,122.6,97,9.8,21,0.086,31,93,0.333,10,33,0.303,8,18,0.444,13,39,22,10,1,11,13
CHA,58,2020-02-26,,NYK,W,107,101,114.4,108,93.6,13,25.6,0.229,39,83,0.47,10,30,0.333,19,25,0.76,10,37,25,7,4,14,19
CHA,59,2020-02-28,@,TOR,W,99,96,104.7,101.6,94.5,16,26.2,0.231,34,78,0.436,13,30,0.433,18,25,0.72,11,58,23,3,8,17,22
CHA,60,2020-03-01,,MIL,L,85,93,89,97.4,95.5,9.1,20.7,0.094,34,96,0.354,8,35,0.229,9,10,0.9,12,47,22,7,8,10,18
CHA,61,2020-03-03,,SAS,L,103,104,113.6,114.7,90.7,15.9,34.1,0.159,39,82,0.476,12,29,0.414,13,18,0.722,14,46,25,4,2,17,16
CHA,62,2020-03-05,,DEN,L,112,114,125.2,127.5,89.4,12.7,26.5,0.299,38,77,0.494,13,33,0.394,23,28,0.821,9,34,24,7,2,13,23
CHA,63,2020-03-07,,HOU,W,108,99,120.3,110.3,89.8,17.3,17.1,0.271,37,70,0.529,15,32,0.469,19,25,0.76,6,30,29,7,1,17,15
CHA,64,2020-03-09,@,ATL,L,138,143,128.8,133.5,88.6,2.6,16.3,0.202,49,104,0.471,19,48,0.396,21,23,0.913,8,35,31,9,6,3,22
CHA,65,2020-03-11,@,MIA,W,109,98,122.4,110,89.1,13.2,35.7,0.22,37,82,0.451,17,34,0.5,18,22,0.818,15,50,20,7,4,14,9
CHI,1,2019-10-23,@,CHO,L,125,126,123,124,101.6,8,38.5,0.171,49,105,0.467,9,30,0.3,18,22,0.818,20,49,25,11,4,10,20
CHI,2,2019-10-25,@,MEM,W,110,102,105.7,98,104,11.2,18,0.194,40,93,0.43,12,42,0.286,18,24,0.75,9,45,18,14,7,13,21
CHI,3,2019-10-26,,TOR,L,84,108,80.8,103.9,104,12.2,19.7,0.175,29,97,0.299,9,35,0.257,17,25,0.68,12,45,18,9,2,15,22
CHI,4,2019-10-28,@,NYK,L,98,105,104.1,111.5,94.2,8.7,17.4,0.2,36,85,0.424,9,35,0.257,17,21,0.81,8,38,19,6,5,9,22
CHI,5,2019-10-30,@,CLE,L,111,117,116.9,123.2,95,5.7,19.6,0.211,39,90,0.433,14,39,0.359,19,23,0.826,9,32,25,6,5,6,24
CHI,6,2019-11-01,,DET,W,112,106,110.9,104.9,101,14.6,22.9,0.202,39,89,0.438,16,40,0.4,18,23,0.783,11,42,29,6,1,17,18
CHI,7,2019-11-03,@,IND,L,95,108,92,104.6,103.2,15.9,13.3,0.167,36,84,0.429,9,29,0.31,14,25,0.56,6,42,27,8,2,18,21
CHI,8,2019-11-05,,LAL,L,112,118,108.3,114.1,103.4,14.4,15.9,0.141,43,85,0.506,14,32,0.438,12,23,0.522,7,42,22,11,4,16,21
CHI,9,2019-11-06,@,ATL,W,113,93,108.8,89.5,103.9,15.3,16.7,0.22,41,82,0.5,13,33,0.394,18,27,0.667,7,43,26,11,9,17,30
CHI,10,2019-11-09,,HOU,L,94,117,87.8,109.3,107.1,12.4,19.3,0.163,37,98,0.378,4,32,0.125,16,18,0.889,11,46,21,14,5,15,22
CHI,11,2019-11-12,,NYK,W,120,102,117.1,99.5,102.5,16.7,26.5,0.296,41,81,0.506,14,33,0.424,24,31,0.774,9,46,22,9,2,19,25
CHI,12,2019-11-14,@,MIL,L,115,124,102.6,110.6,112.1,16.1,19.6,0.226,38,93,0.409,18,43,0.419,21,25,0.84,10,45,25,14,1,20,29
CHI,13,2019-11-16,,BRK,L,111,117,103.1,108.7,107.7,14.8,32.7,0.418,32,91,0.352,9,39,0.231,38,41,0.927,17,56,15,8,2,19,30
CHI,14,2019-11-18,,MIL,L,101,115,99,112.7,102,11.9,24.5,0.113,39,97,0.402,12,34,0.353,11,14,0.786,13,50,25,6,6,14,25
CHI,15,2019-11-20,,DET,W,109,89,109.1,89.1,99.9,12,26.1,0.187,39,91,0.429,14,27,0.519,17,26,0.654,12,55,25,9,7,14,24
CHI,16,2019-11-22,,MIA,L,108,116,111,119.3,97.3,11.6,28.6,0.178,41,90,0.456,10,30,0.333,16,20,0.8,14,41,23,11,3,13,24
CHI,17,2019-11-23,@,CHO,W,116,115,119.5,118.4,97.1,11.5,28.3,0.084,43,95,0.453,22,47,0.468,8,12,0.667,13,39,27,12,3,13,20
CHI,18,2019-11-25,,POR,L,94,117,93.5,116.4,100.5,15.2,16,0.151,36,86,0.419,9,39,0.231,13,20,0.65,8,37,24,8,4,17,20
CHI,19,2019-11-27,@,GSW,L,90,104,92.5,106.8,97.3,14.9,25.5,0.135,34,89,0.382,10,29,0.345,12,18,0.667,14,42,20,14,4,17,20
CHI,20,2019-11-29,@,POR,L,103,107,102.4,106.4,100.6,9.5,21.2,0.181,36,94,0.383,14,38,0.368,17,25,0.68,11,47,24,8,2,11,22
CHI,21,2019-12-02,@,SAC,W,113,106,114.1,107,99.1,17,8.8,0.333,36,75,0.48,16,37,0.432,25,29,0.862,3,32,20,9,0,18,20
CHI,22,2019-12-04,,MEM,W,106,99,103.9,97,102.1,17.7,22.2,0.351,33,77,0.429,13,33,0.394,27,37,0.73,10,50,22,5,13,20,22
CHI,23,2019-12-06,,GSW,L,98,100,106.4,108.6,92.1,13.4,23.3,0.034,39,88,0.443,17,41,0.415,3,5,0.6,10,37,21,11,2,14,20
CHI,24,2019-12-08,@,MIA,L,105,110,106.2,111.2,89.6,13.2,15.4,0.275,35,80,0.438,13,36,0.361,22,27,0.815,6,39,20,8,1,14,31
CHI,25,2019-12-09,,TOR,L,92,93,93.6,94.6,98.3,12.8,18.4,0.112,35,89,0.393,12,46,0.261,10,14,0.714,9,45,30,6,4,14,20
CHI,26,2019-12-11,,ATL,W,136,102,128.5,96.4,105.9,11.3,18.4,0.181,54,94,0.574,11,24,0.458,17,19,0.895,7,42,32,15,7,13,25
CHI,27,2019-12-13,,CHO,L,73,83,76.9,87.4,94.9,11.1,18.3,0.133,27,90,0.3,7,34,0.206,12,14,0.857,11,45,20,11,7,12,20
CHI,28,2019-12-14,,LAC,W,109,106,110.6,107.6,98.5,15.5,27.3,0.176,40,85,0.471,14,31,0.452,15,18,0.833,12,50,21,12,9,17,25
CHI,29,2019-12-16,@,OKC,L,106,109,108.2,111.3,97.9,12.3,13.2,0.126,43,87,0.494,9,31,0.29,11,13,0.846,5,31,27,17,6,13,21
CHI,30,2019-12-18,@,WAS,W,110,109,102.8,101.9,96.9,12.2,21.2,0.216,39,97,0.402,11,37,0.297,21,24,0.875,11,53,25,10,6,15,24
CHI,31,2019-12-21,@,DET,W,119,107,123.6,111.1,96.3,17,32.4,0.273,40,77,0.519,18,35,0.514,21,25,0.84,11,46,21,8,4,18,13
CHI,32,2019-12-23,@,ORL,L,95,103,98.2,106.4,96.8,13.7,21.6,0.136,35,88,0.398,13,37,0.351,12,15,0.8,11,47,20,7,5,15,17
CHI,33,2019-12-28,,ATL,W,116,81,118.5,82.8,97.9,15.1,30.2,0.172,43,87,0.494,15,31,0.484,15,19,0.789,13,51,22,13,5,17,15
CHI,34,2019-12-30,,MIL,L,102,123,100.3,120.9,101.7,8.3,22.2,0.047,40,107,0.374,17,44,0.386,5,8,0.625,14,43,26,10,2,10,20
CHI,35,2020-01-02,,UTA,L,98,102,105.1,109.4,93.2,9,30,0.138,37,94,0.394,11,36,0.306,13,17,0.765,15,45,22,8,5,10,15
CHI,36,2020-01-04,,BOS,L,104,111,109.5,116.8,95,13.8,26.2,0.288,34,80,0.425,13,34,0.382,23,31,0.742,11,37,23,15,5,15,22
CHI,37,2020-01-06,@,DAL,L,110,118,119.2,127.8,92.3,7.2,34.7,0.092,46,98,0.469,9,31,0.29,9,11,0.818,17,45,25,10,6,8,21
CHI,38,2020-01-08,@,NOP,L,108,123,107.8,122.7,100.2,10.6,20.8,0.13,41,92,0.446,14,35,0.4,12,21,0.571,10,39,22,12,2,12,23
CHI,39,2020-01-10,,IND,L,105,116,111.9,123.7,93.8,14.7,13.6,0.163,37,80,0.463,18,41,0.439,13,16,0.813,6,36,16,6,3,15,15
CHI,40,2020-01-11,@,DET,W,108,99,115.4,105.8,93.6,13.6,23.1,0.157,42,83,0.506,11,35,0.314,13,14,0.929,9,38,24,11,6,14,21
CHI,41,2020-01-13,@,BOS,L,101,113,105.1,117.5,96.1,13.2,17.5,0.259,37,81,0.457,6,25,0.24,21,26,0.808,7,38,16,5,5,14,22
CHI,42,2020-01-15,,WAS,W,115,106,116.7,107.6,98.6,13.7,20.5,0.176,43,85,0.506,14,38,0.368,15,22,0.682,8,41,26,11,5,15,19
CHI,43,2020-01-17,@,PHI,L,89,100,97.2,109.2,91.5,15.4,14.6,0.136,35,81,0.432,8,35,0.229,11,15,0.733,6,37,21,8,3,16,14
CHI,44,2020-01-18,,CLE,W,118,116,117.2,115.2,100.7,11.3,12.1,0.149,48,87,0.552,9,25,0.36,13,17,0.765,4,26,25,18,4,12,24
CHI,45,2020-01-20,@,MIL,L,98,111,92,104.2,106.6,13.8,13.5,0.174,34,92,0.37,14,48,0.292,16,18,0.889,7,39,18,11,2,16,21
CHI,46,2020-01-22,,MIN,W,117,110,116.1,109.2,100.8,10.7,26.7,0.357,39,84,0.464,9,30,0.3,30,37,0.811,12,50,21,9,2,12,22
CHI,47,2020-01-24,,SAC,L,81,98,86.1,104.1,94.1,18.2,18.6,0.139,31,79,0.392,8,37,0.216,11,14,0.786,8,43,23,6,4,19,21
CHI,48,2020-01-25,@,CLE,W,118,106,122.4,110,96.4,8.6,17.9,0.212,44,85,0.518,12,33,0.364,18,24,0.75,7,36,24,15,2,9,16
CHI,49,2020-01-27,,SAS,W,110,109,117.5,116.4,93.6,8.3,28.6,0.129,42,93,0.452,14,37,0.378,12,15,0.8,14,50,28,8,2,9,23
CHI,50,2020-01-29,@,IND,L,106,115,104.6,113.5,91.8,16.4,15.4,0.118,45,85,0.529,6,33,0.182,10,15,0.667,6,34,26,10,3,18,17
CHI,51,2020-01-31,@,BRK,L,118,133,116.6,131.5,101.2,11.8,25.6,0.256,42,86,0.488,12,34,0.353,22,26,0.846,11,38,27,7,3,13,21
CHI,52,2020-02-02,@,TOR,L,102,129,106.4,134.5,95.9,13.6,33.3,0.189,35,90,0.389,15,48,0.313,17,26,0.654,17,41,25,10,0,16,21
CHI,53,2020-02-06,,NOP,L,119,125,112.6,118.3,105.7,12.7,23.4,0.151,46,93,0.495,13,29,0.448,14,23,0.609,11,40,25,11,1,15,16
CHI,54,2020-02-09,@,PHI,L,111,118,114.3,121.5,97.1,15.9,32.6,0.148,43,88,0.489,12,32,0.375,13,17,0.765,14,42,23,8,3,18,24
CHI,55,2020-02-11,@,WAS,L,114,126,107.2,118.5,106.3,16.9,22.2,0.109,44,92,0.478,16,39,0.41,10,14,0.714,10,44,25,9,4,20,22
CHI,56,2020-02-20,,CHO,L,93,103,100.1,110.9,92.9,12,25.5,0.138,37,87,0.425,7,31,0.226,12,19,0.632,12,38,24,12,3,13,23
CHI,57,2020-02-22,,PHO,L,104,112,103.8,111.7,100.2,21.3,26.8,0.217,36,83,0.434,14,38,0.368,18,21,0.857,11,38,18,11,7,25,29
CHI,58,2020-02-23,,WAS,W,126,117,119.3,110.8,105.6,21.8,27,0.222,45,81,0.556,18,37,0.486,18,28,0.643,10,37,27,15,4,26,28
