,Team,G_x,Date,Opp,W/L_x,Tm_x,Opp.1_x,ORtg_x,Pace_x,TOV%_x,ORB%_x,FT/FGA_x,FG_x,FGA_x,FG%_x,3P_x,3PA_x,3P%_x,ORB_x,TRB_x,TOV_x,PF_x,OppDefRtg
405,DET,13,2019-11-15,CHO,L,106,109,110.7,95.8,18.1,20.6,0.136,40,81,0.494,15,35,0.429,7,42,19,19,110.7
406,DET,14,2019-11-20,CHI,L,89,109,89.1,99.9,14.1,21.8,0.301,28,83,0.337,8,33,0.242,12,46,16,20,89.1
407,DET,15,2019-11-22,ATL,W,128,103,130.2,98.3,16.5,33.3,0.159,49,82,0.598,17,34,0.5,12,42,18,17,130.2
408,DET,16,2019-11-23,MIL,L,90,104,87.8,102.5,13.6,13.0,0.066,37,91,0.40700000000000003,10,35,0.28600000000000003,6,40,15,18,87.8
409,DET,17,2019-11-25,ORL,W,103,88,111.8,92.1,12.6,21.4,0.266,34,79,0.43,14,38,0.368,9,49,13,20,111.8
410,DET,18,2019-11-27,CHO,L,101,102,113.1,89.3,7.8,22.5,0.102,41,88,0.466,10,32,0.313,9,46,8,18,113.1
411,DET,19,2019-11-29,CHO,L,107,110,122.1,87.6,12.4,35.0,0.12,41,83,0.494,15,35,0.429,14,45,13,16,122.1
412,DET,20,2019-12-01,SAS,W,132,98,135.8,97.2,13.5,31.4,0.14800000000000002,52,88,0.591,15,31,0.484,11,50,15,14,135.8
413,DET,21,2019-12-03,CLE,W,127,94,133.0,95.5,9.2,26.3,0.07400000000000001,51,94,0.5429999999999999,18,35,0.514,10,46,10,16,133.0
414,DET,22,2019-12-04,MIL,L,103,127,100.0,103.0,9.7,16.7,0.151,39,93,0.419,11,36,0.306,9,40,11,19,100.0
415,DET,23,2019-12-06,IND,W,108,101,111.6,96.8,14.7,33.3,0.218,39,87,0.44799999999999995,11,25,0.44,14,51,17,17,111.6
416,DET,24,2019-12-09,NOP,W,105,103,103.9,101.0,15.7,22.2,0.259,36,85,0.424,11,35,0.314,10,46,18,20,103.9
417,DET,25,2019-12-12,DAL,L,111,122,113.8,97.5,6.6,10.9,0.18,40,89,0.449,15,42,0.35700000000000004,5,34,7,16,113.8
418,DET,26,2019-12-14,HOU,W,115,107,109.5,105.0,12.0,23.9,0.228,41,92,0.446,12,37,0.324,11,55,14,15,109.5
419,DET,27,2019-12-16,WAS,L,119,133,118.3,100.6,12.2,30.0,0.27899999999999997,41,86,0.47700000000000004,13,39,0.33299999999999996,12,36,14,19,118.3
420,DET,28,2019-12-18,TOR,L,99,112,99.7,99.3,13.4,22.2,0.172,39,87,0.44799999999999995,6,35,0.171,10,48,15,17,99.7
421,DET,29,2019-12-20,BOS,L,93,114,91.3,101.9,20.4,22.4,0.165,34,85,0.4,11,31,0.355,11,36,24,16,91.3
422,DET,30,2019-12-21,CHI,L,107,119,111.1,96.3,14.8,14.6,0.126,40,87,0.46,16,35,0.457,6,29,16,20,111.1
423,DET,31,2019-12-23,PHI,L,109,125,115.1,94.7,12.4,16.2,0.155,43,84,0.512,10,30,0.33299999999999996,6,30,13,14,115.1
424,DET,32,2019-12-26,WAS,W,132,102,136.4,96.8,12.6,29.7,0.244,46,86,0.535,19,48,0.396,11,48,14,23,136.4
425,DET,33,2019-12-28,SAS,L,109,136,106.3,102.5,9.6,18.5,0.18899999999999997,40,90,0.444,12,36,0.33299999999999996,10,40,11,15,106.3
426,DET,34,2019-12-30,UTA,L,81,104,85.7,94.5,16.0,21.3,0.215,30,79,0.38,4,14,0.28600000000000003,10,43,17,20,85.7
427,DET,35,2020-01-02,LAC,L,112,126,106.8,104.9,9.1,23.1,0.266,40,94,0.426,7,33,0.212,12,45,11,23,106.8
428,DET,36,2020-01-04,GSW,W,111,104,112.4,98.8,18.9,22.5,0.16899999999999998,43,83,0.518,11,27,0.40700000000000003,9,46,21,25,112.4
429,DET,37,2020-01-05,LAL,L,99,106,97.6,101.5,14.6,13.3,0.385,29,78,0.37200000000000005,11,26,0.423,6,43,16,22,97.6
430,DET,38,2020-01-07,CLE,W,115,113,119.9,95.9,8.2,22.2,0.198,42,91,0.462,13,33,0.39399999999999996,10,40,9,15,119.9
431,DET,39,2020-01-09,CLE,L,112,115,112.7,90.0,12.5,39.6,0.102,48,98,0.49,6,20,0.3,19,46,15,25,112.7
432,DET,40,2020-01-11,CHI,L,99,108,105.8,93.6,17.5,29.3,0.231,36,78,0.462,9,28,0.321,12,42,19,20,105.8
433,DET,41,2020-01-13,NOP,L,110,117,98.2,101.5,7.6,10.2,0.192,40,99,0.40399999999999997,11,32,0.344,5,43,9,25,98.2
434,DET,42,2020-01-15,BOS,W,116,103,124.5,93.2,11.3,8.8,0.128,47,78,0.603,12,32,0.375,3,34,11,19,124.5
435,DET,43,2020-01-18,ATL,W,136,103,133.1,102.2,14.9,33.3,0.221,51,86,0.593,15,32,0.469,11,41,17,18,133.1
436,DET,44,2020-01-20,WAS,L,100,106,99.0,101.0,14.8,22.4,0.157,38,89,0.42700000000000005,10,32,0.313,11,41,17,18,99.0
437,DET,45,2020-01-22,SAC,W,127,106,121.4,104.6,15.5,8.3,0.507,39,73,0.534,12,29,0.414,3,48,17,19,121.4
438,DET,46,2020-01-24,MEM,L,112,125,114.2,98.0,6.3,19.6,0.253,39,91,0.429,11,32,0.344,10,37,7,23,114.2
439,DET,47,2020-01-25,BRK,L,111,121,108.3,92.8,6.7,24.1,0.115,43,104,0.413,13,35,0.371,14,52,8,25,108.3
440,DET,48,2020-01-27,CLE,L,100,115,101.4,98.6,15.7,20.9,0.14300000000000002,38,84,0.452,12,35,0.34299999999999997,9,37,17,20,101.4
441,DET,49,2020-01-29,BRK,L,115,125,116.9,98.4,14.4,23.7,0.253,42,83,0.506,10,26,0.385,9,41,16,20,116.9
442,DET,50,2020-01-31,TOR,L,92,105,97.7,94.2,13.8,27.1,0.316,28,79,0.354,11,36,0.306,13,45,15,12,97.7
443,DET,51,2020-02-02,DEN,W,128,123,127.7,90.8,9.5,25.0,0.191,48,94,0.511,14,31,0.452,11,43,11,22,127.7
444,DET,52,2020-02-03,MEM,L,82,96,84.9,96.6,12.1,28.6,0.061,34,98,0.34700000000000003,8,26,0.308,16,51,14,13,84.9
445,DET,53,2020-02-05,PHO,W,116,108,128.0,90.6,5.6,31.8,0.126,46,95,0.484,12,28,0.429,14,42,6,15,128.0
446,DET,54,2020-02-07,OKC,L,101,108,114.0,88.6,8.5,29.8,0.157,38,89,0.42700000000000005,11,38,0.289,14,37,9,23,114.0
447,DET,55,2020-02-08,NYK,L,92,95,105.0,87.6,17.4,8.8,0.159,34,69,0.493,13,29,0.44799999999999995,3,28,16,19,105.0
448,DET,56,2020-02-10,CHO,L,76,87,87.3,87.0,19.3,37.3,0.134,29,82,0.354,7,35,0.2,19,52,21,18,87.3
449,DET,57,2020-02-12,ORL,L,112,116,105.8,95.8,16.9,19.6,0.152,40,92,0.435,18,45,0.4,9,47,20,20,105.8
450,DET,58,2020-02-20,MIL,L,106,126,103.5,102.4,18.9,17.5,0.157,40,83,0.48200000000000004,13,37,0.35100000000000003,7,46,21,23,103.5
451,DET,59,2020-02-23,POR,L,104,107,113.5,91.7,10.4,25.6,0.221,37,86,0.43,11,35,0.314,11,44,11,17,113.5
452,DET,60,2020-02-25,DEN,L,98,115,106.6,92.0,15.1,27.3,0.21,33,81,0.40700000000000003,15,41,0.366,12,33,16,26,106.6
453,DET,61,2020-02-28,PHO,W,113,111,119.8,94.3,9.3,23.3,0.133,44,90,0.489,13,32,0.406,10,31,10,19,119.8
454,DET,62,2020-03-01,SAC,L,100,106,106.7,93.8,13.4,17.1,0.2,33,80,0.413,18,42,0.429,7,42,14,25,106.7
455,DET,63,2020-03-04,OKC,L,107,114,111.7,95.8,15.5,22.5,0.105,40,86,0.465,18,43,0.419,9,36,17,21,111.7
456,DET,64,2020-03-07,UTA,L,105,111,115.8,90.7,10.3,24.4,0.18600000000000003,40,86,0.465,9,30,0.3,10,38,11,23,115.8
457,DET,65,2020-03-08,NYK,L,84,96,93.6,89.8,10.9,11.6,0.188,29,80,0.363,11,38,0.289,5,35,11,19,93.6
458,DET,66,2020-03-11,PHI,L,106,124,111.9,94.7,7.8,14.0,0.20199999999999999,39,84,0.46399999999999997,11,35,0.314,6,32,8,24,111.9
459,HOU,1,2019-10-24,MIL,L,111,117,101.1,109.8,11.6,17.5,0.322,33,90,0.36700000000000005,16,48,0.33299999999999996,10,57,14,25,101.1
460,HOU,2,2019-10-26,NOP,W,126,123,111.9,112.6,15.1,21.4,0.287,43,94,0.457,13,45,0.289,9,45,19,22,111.9
461,HOU,3,2019-10-28,OKC,W,116,112,114.0,101.8,11.8,20.0,0.311,39,90,0.433,10,44,0.22699999999999998,9,40,14,24,114.0
462,HOU,4,2019-10-30,WAS,W,159,158,145.0,109.7,10.0,39.6,0.252,55,103,0.534,23,54,0.426,19,44,13,24,145.0
463,HOU,5,2019-11-01,BRK,L,116,123,107.2,108.2,9.8,16.7,0.222,41,99,0.414,12,48,0.25,9,40,12,21,107.2
464,HOU,6,2019-11-03,MIA,L,100,129,92.6,107.9,19.2,8.9,0.304,31,79,0.392,14,48,0.292,4,38,22,24,92.6
465,HOU,7,2019-11-04,MEM,W,107,100,103.2,103.6,14.5,26.9,0.215,35,93,0.376,17,50,0.34,14,51,18,21,103.2
466,HOU,8,2019-11-06,GSW,W,129,112,127.0,101.6,10.2,23.9,0.124,48,97,0.495,21,45,0.467,11,50,12,20,127.0
467,HOU,9,2019-11-09,CHI,W,117,94,109.3,107.1,18.8,20.5,0.24100000000000002,39,83,0.47,19,44,0.43200000000000005,9,55,22,21,109.3
468,HOU,10,2019-11-11,NOP,W,122,116,113.1,107.9,14.6,17.1,0.259,44,85,0.518,12,41,0.293,7,47,17,22,113.1
469,HOU,11,2019-11-13,LAC,W,102,93,101.7,100.3,9.3,17.6,0.256,33,86,0.384,14,42,0.33299999999999996,9,53,10,17,101.7
470,HOU,12,2019-11-15,IND,W,111,102,113.9,97.5,7.3,22.7,0.281,36,89,0.40399999999999997,14,46,0.304,10,44,8,23,113.9
471,HOU,13,2019-11-16,MIN,W,125,105,128.8,97.1,10.4,29.8,0.213,43,94,0.457,19,49,0.38799999999999996,14,42,12,18,128.8
472,HOU,14,2019-11-18,POR,W,132,108,122.6,107.7,12.6,34.7,0.21,47,100,0.47,17,45,0.37799999999999995,17,58,16,21,122.6
473,HOU,15,2019-11-20,DEN,L,95,105,98.2,96.8,18.7,21.4,0.25,32,76,0.42100000000000004,12,38,0.316,9,43,20,22,98.2
474,HOU,16,2019-11-22,LAC,L,119,122,114.4,104.0,13.0,22.9,0.31,39,84,0.46399999999999997,15,43,0.349,11,43,15,27,114.4
475,HOU,17,2019-11-24,DAL,L,123,137,113.9,107.9,9.0,30.6,0.235,45,98,0.45899999999999996,10,44,0.22699999999999998,15,54,11,26,113.9
476,HOU,18,2019-11-27,MIA,W,117,108,116.5,100.5,13.3,21.4,0.313,38,83,0.45799999999999996,15,44,0.341,9,43,15,22,116.5
477,HOU,19,2019-11-30,ATL,W,158,111,154.0,102.6,12.6,38.2,0.326,52,89,0.584,25,51,0.49,13,52,15,23,154.0
478,HOU,20,2019-12-03,SAS,L,133,135,107.9,102.0,11.8,29.0,0.306,42,111,0.37799999999999995,15,51,0.294,18,60,17,30,107.9
479,HOU,21,2019-12-05,TOR,W,119,109,116.2,102.4,17.1,37.7,0.17300000000000001,40,98,0.408,22,55,0.4,20,54,22,24,116.2
480,HOU,22,2019-12-07,PHO,W,115,109,107.2,107.3,12.6,20.8,0.242,41,91,0.451,11,40,0.275,10,51,15,28,107.2
481,HOU,23,2019-12-09,SAC,L,118,119,120.7,97.8,16.8,28.2,0.226,41,84,0.488,17,50,0.34,11,51,19,20,120.7
482,HOU,24,2019-12-11,CLE,W,116,110,124.3,93.3,12.3,28.9,0.149,43,87,0.494,17,42,0.405,11,36,13,14,124.3
483,HOU,25,2019-12-13,ORL,W,130,107,144.7,89.8,8.9,22.6,0.14,48,86,0.5579999999999999,22,39,0.564,7,42,9,20,144.7
484,HOU,26,2019-12-14,DET,L,107,115,101.9,105.0,9.1,20.0,0.11800000000000001,41,102,0.402,13,45,0.289,11,46,11,19,101.9
485,HOU,27,2019-12-16,SAS,W,109,107,101.6,107.3,9.8,23.7,0.184,40,98,0.408,11,43,0.256,14,58,12,19,101.6
486,HOU,28,2019-12-19,LAC,W,122,117,117.3,104.0,15.4,24.4,0.256,43,86,0.5,14,37,0.37799999999999995,10,43,18,20,117.3
487,HOU,29,2019-12-21,PHO,W,139,125,138.6,100.3,9.3,13.9,0.207,51,87,0.586,19,41,0.46299999999999997,5,37,10,23,138.6
488,HOU,30,2019-12-23,SAC,W,113,104,112.4,100.5,10.2,13.6,0.23,39,87,0.44799999999999995,15,39,0.385,6,39,11,22,112.4
489,HOU,31,2019-12-25,GSW,L,104,116,101.8,102.1,10.1,24.6,0.14,37,100,0.37,16,51,0.314,14,49,12,25,101.8
490,HOU,32,2019-12-28,BRK,W,108,98,104.1,103.7,11.5,29.6,0.069,44,101,0.436,13,42,0.31,16,54,14,15,104.1
491,HOU,33,2019-12-29,NOP,L,112,127,113.5,98.6,15.9,20.0,0.16,42,81,0.519,15,39,0.385,8,41,17,16,113.5
492,HOU,34,2019-12-31,DEN,W,130,104,131.1,99.1,13.0,34.2,0.253,46,87,0.529,16,34,0.47100000000000003,13,43,15,17,131.1
493,HOU,35,2020-01-03,PHI,W,118,108,116.6,101.2,9.9,19.0,0.27899999999999997,41,86,0.47700000000000004,12,32,0.375,8,46,11,24,116.6
494,HOU,36,2020-01-08,ATL,W,122,115,114.6,106.5,10.6,29.6,0.337,39,92,0.424,13,45,0.289,16,59,13,21,114.6
495,HOU,37,2020-01-09,OKC,L,92,113,93.5,98.4,12.8,15.7,0.146,34,89,0.382,11,40,0.275,8,39,14,21,93.5
496,HOU,38,2020-01-11,MIN,W,139,109,123.9,112.2,14.3,27.9,0.242,49,95,0.516,18,45,0.4,12,58,18,24,123.9
497,HOU,39,2020-01-14,MEM,L,110,121,111.8,98.4,13.4,20.5,0.256,37,86,0.43,14,45,0.311,9,41,15,23,111.8
498,HOU,40,2020-01-15,POR,L,107,117,104.9,102.0,10.2,20.7,0.156,38,96,0.396,16,49,0.327,12,50,12,22,104.9
499,HOU,41,2020-01-18,LAL,L,115,124,106.5,108.0,16.3,24.4,0.256,40,90,0.444,12,37,0.324,11,46,20,26,106.5
500,HOU,42,2020-01-20,OKC,L,107,112,102.3,104.5,9.5,18.4,0.124,43,97,0.44299999999999995,9,45,0.2,9,43,11,23,102.3
501,HOU,43,2020-01-22,DEN,W,121,105,123.7,97.8,14.4,40.0,0.27,42,89,0.47200000000000003,13,29,0.44799999999999995,18,53,17,16,123.7
502,HOU,44,2020-01-24,MIN,W,131,124,121.4,107.9,9.5,11.6,0.28600000000000003,47,91,0.516,11,32,0.344,5,35,11,18,121.4
503,HOU,45,2020-01-26,DEN,L,110,117,110.8,99.3,13.8,32.6,0.21600000000000003,40,88,0.455,11,33,0.33299999999999996,15,44,16,21,110.8
504,HOU,46,2020-01-27,UTA,W,126,117,115.1,109.5,12.8,14.3,0.43200000000000005,38,81,0.469,15,40,0.375,6,40,15,25,115.1
505,HOU,47,2020-01-29,POR,L,112,125,105.7,105.9,12.8,18.4,0.16,40,94,0.426,17,47,0.36200000000000004,9,39,15,23,105.7
506,HOU,48,2020-01-31,DAL,W,128,121,124.9,102.5,5.3,15.6,0.17300000000000001,45,98,0.45899999999999996,21,45,0.467,7,37,6,20,124.9
507,HOU,49,2020-02-02,NOP,W,117,109,110.2,106.1,5.8,19.0,0.18100000000000002,41,105,0.39,16,51,0.314,11,43,7,18,110.2
508,HOU,50,2020-02-04,CHO,W,125,110,125.6,99.5,3.6,14.6,0.196,43,97,0.44299999999999995,20,60,0.33299999999999996,7,41,4,19,125.6
509,HOU,51,2020-02-06,LAL,W,121,111,117.7,102.8,14.7,15.8,0.188,43,85,0.506,19,42,0.452,6,37,16,22,117.7
510,HOU,52,2020-02-07,PHO,L,91,127,91.1,99.8,13.5,16.3,0.259,29,85,0.341,11,48,0.22899999999999998,8,29,15,21,91.1
511,HOU,53,2020-02-09,UTA,L,113,114,116.4,97.1,5.6,15.6,0.105,44,95,0.46299999999999997,15,42,0.35700000000000004,7,36,6,19,116.4
512,HOU,54,2020-02-11,BOS,W,116,105,113.1,102.5,12.8,11.6,0.48100000000000004,33,77,0.429,13,45,0.289,5,45,14,21,113.1
513,HOU,55,2020-02-20,GSW,W,135,105,136.0,99.3,13.7,22.9,0.235,45,85,0.529,25,49,0.51,8,36,15,15,136.0
514,HOU,56,2020-02-22,UTA,W,120,110,116.3,103.2,9.2,13.0,0.109,45,92,0.489,20,48,0.41700000000000004,6,42,10,25,116.3
515,HOU,57,2020-02-24,NYK,W,123,112,118.1,104.1,11.5,11.6,0.244,43,86,0.5,16,48,0.33299999999999996,5,38,13,22,118.1
516,HOU,58,2020-02-26,MEM,W,140,112,133.6,104.8,15.3,25.0,0.14,52,93,0.5589999999999999,23,50,0.46,9,44,18,25,133.6
517,HOU,59,2020-02-29,BOS,W,111,110,103.5,97.1,13.1,23.1,0.14300000000000002,41,98,0.418,15,55,0.273,12,53,16,20,103.5
518,HOU,60,2020-03-02,NYK,L,123,125,116.8,105.3,10.2,15.1,0.266,39,94,0.415,20,56,0.35700000000000004,8,34,12,20,116.8
519,HOU,61,2020-03-05,LAC,L,105,120,100.2,104.8,8.1,23.8,0.289,35,97,0.361,7,42,0.16699999999999998,15,51,10,25,100.2
520,HOU,62,2020-03-07,CHO,L,99,108,110.3,89.8,19.1,35.1,0.184,35,76,0.461,15,45,0.33299999999999996,13,42,20,25,110.3
521,HOU,63,2020-03-08,ORL,L,106,126,103.5,102.4,15.4,23.4,0.21600000000000003,39,88,0.44299999999999995,9,32,0.281,11,38,18,23,103.5
522,HOU,64,2020-03-10,MIN,W,117,111,116.5,100.4,14.9,13.2,0.25,41,80,0.513,15,38,0.395,5,33,16,20,116.5
523,IND,1,2019-10-23,DET,L,110,119,109.8,100.2,13.1,22.2,0.225,41,89,0.461,8,21,0.381,10,36,15,28,109.8
524,IND,2,2019-10-26,CLE,L,99,110,99.8,99.2,15.5,15.8,0.126,39,87,0.44799999999999995,10,28,0.35700000000000004,6,36,17,27,99.8
525,IND,3,2019-10-28,DET,L,94,96,101.0,93.1,6.6,25.0,0.106,39,94,0.415,6,21,0.28600000000000003,13,45,7,18,101.0
526,IND,4,2019-10-30,BRK,W,118,108,117.0,100.9,7.9,23.4,0.177,45,96,0.469,11,26,0.423,11,41,9,24,117.0
527,IND,5,2019-11-01,CLE,W,102,95,96.1,106.2,11.0,23.6,0.198,39,96,0.406,5,27,0.185,13,58,13,24,96.1
528,IND,6,2019-11-03,CHI,W,108,95,104.6,103.2,14.2,21.7,0.235,40,85,0.47100000000000003,8,26,0.308,10,49,16,24,104.6
529,IND,7,2019-11-05,CHO,L,120,122,113.0,96.2,15.6,20.6,0.064,51,94,0.5429999999999999,12,30,0.4,7,43,18,34,113.0
530,IND,8,2019-11-06,WAS,W,121,106,120.4,100.5,11.0,28.9,0.223,44,94,0.46799999999999997,12,30,0.4,13,48,13,25,120.4
531,IND,9,2019-11-08,DET,W,112,106,117.2,95.5,11.3,25.0,0.265,43,83,0.518,4,15,0.267,10,44,12,16,117.2
532,IND,10,2019-11-10,ORL,W,109,102,119.2,91.5,8.8,25.0,0.044000000000000004,48,91,0.527,9,20,0.45,10,43,9,13,119.2
533,IND,11,2019-11-12,OKC,W,111,85,113.4,97.9,12.3,26.2,0.128,46,94,0.489,7,23,0.304,11,50,14,20,113.4
534,IND,12,2019-11-15,HOU,L,102,111,104.6,97.5,14.6,19.0,0.244,37,82,0.451,8,33,0.242,8,42,16,25,104.6
535,IND,13,2019-11-16,MIL,L,83,102,81.7,101.6,11.1,23.0,0.07,32,100,0.32,12,34,0.353,14,54,13,10,81.7
536,IND,14,2019-11-18,BRK,W,115,86,116.2,99.0,8.4,29.4,0.129,44,101,0.436,14,33,0.424,15,63,10,22,116.2
537,IND,15,2019-11-23,ORL,W,111,106,113.2,98.0,18.1,21.2,0.19,43,79,0.544,10,24,0.41700000000000004,7,42,19,14,113.2
538,IND,16,2019-11-25,MEM,W,126,114,126.2,99.9,11.7,23.8,0.064,51,94,0.5429999999999999,18,33,0.545,10,47,13,11,126.2
539,IND,17,2019-11-27,UTA,W,121,102,122.3,99.0,10.4,26.8,0.135,50,96,0.521,8,22,0.364,11,42,12,19,122.3
540,IND,18,2019-11-29,ATL,W,105,104,97.3,97.7,12.6,19.1,0.228,39,92,0.424,6,26,0.231,9,42,15,20,97.3
541,IND,19,2019-11-30,PHI,L,116,119,116.2,99.8,17.9,9.7,0.276,42,76,0.5529999999999999,11,22,0.5,3,31,19,24,116.2
542,IND,20,2019-12-02,MEM,W,117,104,118.9,98.4,13.7,21.1,0.14800000000000002,44,88,0.5,16,38,0.42100000000000004,8,44,15,22,118.9
543,IND,21,2019-12-04,OKC,W,107,100,120.7,88.7,7.8,27.5,0.161,42,87,0.483,9,24,0.375,11,39,8,21,120.7
544,IND,22,2019-12-06,DET,L,101,108,104.4,96.8,10.7,11.9,0.193,38,83,0.45799999999999996,9,24,0.375,5,33,11,18,104.4
545,IND,23,2019-12-07,NYK,W,104,103,104.8,99.2,15.0,11.9,0.11800000000000001,41,85,0.48200000000000004,12,28,0.429,5,42,16,17,104.8
546,IND,24,2019-12-09,LAC,L,99,110,94.1,105.2,10.6,23.7,0.21600000000000003,34,97,0.35100000000000003,10,35,0.28600000000000003,14,56,13,21,94.1
547,IND,25,2019-12-11,BOS,W,122,117,119.1,102.4,9.0,12.2,0.353,41,85,0.48200000000000004,10,25,0.4,5,36,10,18,119.1
548,IND,26,2019-12-13,ATL,W,110,100,104.8,105.0,12.4,13.6,0.12,46,92,0.5,7,22,0.318,6,46,14,21,104.8
549,IND,27,2019-12-15,CHO,W,107,85,111.4,96.1,8.5,17.0,0.193,40,88,0.455,10,35,0.28600000000000003,8,51,9,25,111.4
550,IND,28,2019-12-17,LAL,W,105,102,113.8,92.3,11.3,31.7,0.153,41,85,0.48200000000000004,10,25,0.4,13,43,12,21,113.8
551,IND,29,2019-12-20,SAC,W,119,105,128.7,92.5,8.7,20.0,0.174,45,86,0.523,14,31,0.452,7,39,9,15,128.7
552,IND,30,2019-12-22,MIL,L,89,117,87.5,101.8,11.3,18.2,0.03,37,100,0.37,12,40,0.3,10,48,13,15,87.5
553,IND,31,2019-12-23,TOR,W,120,115,116.5,93.3,10.4,25.5,0.126,45,95,0.474,18,42,0.429,13,45,12,22,116.5
554,IND,32,2019-12-27,MIA,L,112,113,117.8,95.1,4.0,4.5,0.111,44,90,0.489,14,31,0.452,2,34,4,16,117.8
555,IND,33,2019-12-28,NOP,L,98,120,97.4,100.6,15.5,24.0,0.306,33,85,0.38799999999999996,6,28,0.214,12,46,18,16,97.4
556,IND,34,2019-12-31,PHI,W,115,97,121.1,95.0,5.8,13.2,0.233,42,86,0.488,11,25,0.44,5,38,6,16,121.1
557,IND,35,2020-01-02,DEN,L,116,124,126.6,91.6,8.8,22.0,0.22,43,82,0.524,12,26,0.462,9,34,9,21,126.6
558,IND,36,2020-01-04,ATL,L,111,116,113.0,98.2,9.7,26.5,0.33299999999999996,36,87,0.414,10,27,0.37,13,39,11,24,113.0
559,IND,37,2020-01-06,CHO,W,115,104,125.8,91.5,9.5,28.6,0.124,47,89,0.528,10,26,0.385,12,43,10,23,125.8
560,IND,38,2020-01-08,MIA,L,108,122,109.1,99.0,11.2,13.6,0.226,40,84,0.47600000000000003,9,27,0.33299999999999996,6,37,12,18,109.1
561,IND,39,2020-01-10,CHI,W,116,105,123.7,93.8,10.9,21.1,0.107,48,84,0.5710000000000001,11,30,0.36700000000000005,8,46,11,16,123.7
562,IND,40,2020-01-13,PHI,W,101,95,107.8,93.7,8.3,24.5,0.29100000000000004,33,86,0.384,10,26,0.385,13,50,9,14,107.8
563,IND,41,2020-01-15,MIN,W,104,99,106.3,97.9,14.2,16.7,0.106,44,85,0.518,7,23,0.304,7,45,15,15,106.3
564,IND,42,2020-01-17,MIN,W,116,114,116.3,99.8,12.5,12.1,0.195,46,82,0.561,8,24,0.33299999999999996,4,41,13,20,116.3
565,IND,43,2020-01-19,DEN,W,115,107,121.0,95.1,12.9,25.6,0.18600000000000003,43,86,0.5,13,29,0.44799999999999995,11,38,14,25,121.0
566,IND,44,2020-01-20,UTA,L,88,118,89.5,98.3,11.9,17.6,0.032,39,93,0.419,7,26,0.26899999999999996,9,30,13,14,89.5
567,IND,45,2020-01-22,PHO,W,112,87,116.0,96.5,8.8,10.3,0.155,45,84,0.536,9,20,0.45,4,42,9,20,116.0
568,IND,46,2020-01-24,GSW,W,129,118,129.2,99.8,9.7,13.9,0.138,50,87,0.575,17,28,0.607,5,36,10,20,129.2
569,IND,47,2020-01-26,POR,L,129,139,128.8,100.2,5.5,16.2,0.215,48,93,0.516,13,28,0.46399999999999997,6,31,6,19,128.8
570,IND,48,2020-01-29,CHI,W,115,106,113.5,91.8,14.7,31.7,0.18,46,89,0.517,7,27,0.259,13,46,17,14,113.5
571,IND,49,2020-02-01,NYK,L,85,92,95.4,89.1,11.4,8.5,0.171,32,76,0.42100000000000004,8,24,0.33299999999999996,4,34,11,20,95.4
572,IND,50,2020-02-03,DAL,L,103,112,109.8,93.8,3.8,17.0,0.083,44,96,0.45799999999999996,7,34,0.20600000000000002,8,40,4,18,109.8
573,IND,51,2020-02-05,TOR,L,118,119,120.8,97.7,16.8,21.1,0.159,43,82,0.524,19,39,0.48700000000000004,8,42,18,18,120.8
574,IND,52,2020-02-07,TOR,L,106,115,104.2,101.7,17.3,26.2,0.209,39,86,0.45299999999999996,10,34,0.294,11,47,20,18,104.2
575,IND,53,2020-02-08,NOP,L,117,124,112.2,104.3,12.9,5.1,0.24100000000000002,44,83,0.53,9,26,0.34600000000000003,2,37,14,25,112.2
576,IND,54,2020-02-10,BRK,L,105,106,111.0,94.6,5.8,13.3,0.087,45,92,0.489,7,30,0.233,6,40,6,21,111.0
577,IND,55,2020-02-12,MIL,W,118,111,114.8,102.8,12.7,19.5,0.221,45,86,0.523,9,27,0.33299999999999996,8,44,14,21,114.8
578,IND,56,2020-02-21,NYK,W,106,98,106.9,99.1,9.7,25.5,0.295,36,88,0.409,8,28,0.28600000000000003,12,50,11,22,106.9
579,IND,57,2020-02-23,TOR,L,81,127,77.9,104.0,14.2,20.3,0.11599999999999999,31,95,0.326,8,33,0.242,12,39,17,20,77.9
580,IND,58,2020-02-25,CHO,W,119,80,122.6,97.0,13.2,21.2,0.128,49,86,0.57,10,23,0.435,7,56,14,17,122.6
581,IND,59,2020-02-27,POR,W,106,100,109.9,96.4,9.9,27.1,0.2,40,90,0.444,8,25,0.32,13,48,11,12,109.9
582,IND,60,2020-02-29,CLE,W,113,104,116.1,97.4,12.2,21.1,0.126,47,87,0.54,8,23,0.348,8,38,13,20,116.1
583,IND,61,2020-03-02,SAS,W,116,111,122.2,94.9,12.7,16.7,0.295,39,78,0.5,15,31,0.484,6,40,13,20,122.2
584,IND,62,2020-03-04,MIL,L,100,119,93.8,106.7,12.8,13.5,0.09300000000000001,42,97,0.433,7,27,0.259,7,39,15,18,93.8
585,IND,63,2020-03-06,CHI,W,108,102,108.4,99.6,19.0,26.3,0.32,38,75,0.507,8,22,0.364,10,46,21,16,108.4
586,IND,64,2020-03-08,DAL,W,112,109,112.4,99.6,9.4,15.4,0.136,46,88,0.523,8,23,0.348,6,47,10,23,112.4
