Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk ATL,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
65,65,2020-03-10,@,CHI,L,103,108,106.7,111.9,96.5,0.288,0.3,0.571,43.2,72.5,9.3,10,,0.538,16.6,22,0.213,,0.571,18.8,65,0.143,65,65,2020-03-10,@,CHI,L,103,108,40,80,0.5,6,24,0.25,17,23,0.739,9,35,29,9,5,18,15
Rk DAL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk DAL,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-23,,WAS,W,108,100,104.2,96.4,103.7,0.434,0.474,0.597,49.5,48.6,5.8,9.6,,0.533,17.3,12.2,0.355,,0.457,14.4,78.8,0.161,1,1,2019-10-23,,WAS,W,108,100,35,76,0.461,11,36,0.306,27,33,0.818,5,46,17,6,5,19,22
2,2,2019-10-25,@,NOP,W,123,116,119.6,112.8,102.8,0.28,0.43,0.589,50.5,51.1,7.8,12.3,,0.559,9.5,25,0.204,,0.536,11.8,75.5,0.112,2,2,2019-10-25,@,NOP,W,123,116,45,93,0.484,14,40,0.35,19,26,0.731,12,49,23,8,7,11,19
3,3,2019-10-27,,POR,L,119,121,111.6,113.4,106.7,0.436,0.532,0.531,48.9,73,6.6,4.6,,0.463,8.9,22.6,0.34,,0.569,14,82.9,0.253,3,3,2019-10-27,,POR,L,119,121,37,94,0.394,13,50,0.26,32,41,0.78,12,46,27,7,3,11,22
4,4,2019-10-29,@,DEN,W,109,106,119.7,116.4,91.1,0.286,0.44,0.576,45.7,70.7,6.6,8.5,,0.565,7.8,21.7,0.167,,0.533,9.4,69.6,0.099,4,4,2019-10-29,@,DEN,W,109,106,41,84,0.488,13,37,0.351,14,24,0.583,10,42,29,6,5,8,14
5,5,2019-11-01,,LAL,L,110,119,100.2,108.4,99.5,0.225,0.353,0.491,59.8,57.5,4.6,1.6,,0.461,16.4,34,0.157,,0.536,9.5,87.8,0.167,5,5,2019-11-01,,LAL,L,110,119,40,102,0.392,14,36,0.389,16,23,0.696,18,61,23,5,1,22,21
6,6,2019-11-03,@,CLE,W,131,111,131.7,111.6,99.5,0.138,0.436,0.657,55.4,68,5,12.5,,0.638,11.5,27.5,0.117,,0.5,7.8,76.9,0.156,6,6,2019-11-03,@,CLE,W,131,111,50,94,0.532,20,41,0.488,11,13,0.846,11,51,34,5,6,13,21
7,7,2019-11-06,,ORL,W,107,106,108,107,99.1,0.357,0.369,0.55,49.4,55.6,4,1.8,,0.494,14.9,26.1,0.286,,0.525,16.3,75.6,0.275,7,7,2019-11-06,,ORL,W,107,106,36,84,0.429,11,31,0.355,24,30,0.8,12,43,20,4,1,17,23
8,8,2019-11-08,,NYK,L,102,106,101.7,105.6,100.3,0.189,0.489,0.523,45.6,48.6,4,9.8,,0.489,11.8,14.3,0.156,,0.494,10.5,74.1,0.202,8,8,2019-11-08,,NYK,L,102,106,37,90,0.411,14,44,0.318,14,17,0.824,7,47,18,4,6,13,21
9,9,2019-11-09,@,MEM,W,138,122,131.5,116.3,104.9,0.206,0.433,0.652,54.7,51.9,7.6,8.5,,0.629,11.7,29.3,0.165,,0.589,12.9,77.8,0.105,9,9,2019-11-09,@,MEM,W,138,122,52,97,0.536,18,42,0.429,16,20,0.8,12,47,27,8,5,14,14
10,10,2019-11-11,@,BOS,L,106,116,114.4,125.2,92.6,0.315,0.472,0.523,50,59.5,2.2,9.8,,0.478,5.6,26.5,0.236,,0.564,8.5,76.7,0.221,10,10,2019-11-11,@,BOS,L,106,116,37,89,0.416,11,42,0.262,21,28,0.75,13,46,22,2,5,6,26
11,11,2019-11-14,@,NYK,L,103,106,108,111.2,95.4,0.369,0.429,0.527,45.4,58.3,8.4,10.9,,0.476,10.1,24,0.274,,0.516,13.2,68.1,0.096,11,11,2019-11-14,@,NYK,L,103,106,36,84,0.429,8,36,0.222,23,31,0.742,12,44,21,8,7,11,16
12,12,2019-11-16,,TOR,W,110,102,109.7,101.8,100.2,0.375,0.443,0.536,56.7,64.9,7,8.3,,0.472,10.5,25.5,0.307,,0.511,12.8,86,0.124,12,12,2019-11-16,,TOR,W,110,102,37,88,0.42,9,39,0.231,27,33,0.818,12,55,24,7,4,12,15
13,13,2019-11-18,,SAS,W,117,110,124.3,116.9,94.1,0.274,0.488,0.622,46.1,66.7,4.3,4.2,,0.601,12.1,22.5,0.19,,0.5,8,65.3,0.146,13,13,2019-11-18,,SAS,W,117,110,42,84,0.5,17,41,0.415,16,23,0.696,9,41,28,4,3,13,19
14,14,2019-11-20,,GSW,W,142,94,142.9,94.6,99.3,0.256,0.422,0.709,59.5,64.7,7,11.1,,0.689,9.9,24.2,0.2,,0.433,8.2,82.4,0.178,14,14,2019-11-20,,GSW,W,142,94,51,90,0.567,22,38,0.579,18,23,0.783,8,50,33,7,7,11,21
15,15,2019-11-22,,CLE,W,143,101,150.5,106.3,95,0.09,0.37,0.688,59,53.4,8.4,12.3,,0.68,4.6,27.8,0.07,,0.5,9.7,83,0.174,15,15,2019-11-22,,CLE,W,143,101,58,100,0.58,20,37,0.541,7,9,0.778,10,49,31,8,7,5,18
16,16,2019-11-24,@,HOU,W,137,123,126.9,113.9,107.9,0.275,0.431,0.599,46,57.1,8.3,9.3,,0.564,9.5,23.5,0.216,,0.51,9,69.4,0.235,16,16,2019-11-24,@,HOU,W,137,123,49,102,0.48,17,44,0.386,22,28,0.786,12,46,28,9,5,12,22
17,17,2019-11-26,,LAC,L,99,114,95.5,110,103.7,0.443,0.481,0.524,45.1,53.3,11.6,3.1,,0.449,17.5,18.8,0.354,,0.479,11.3,68.5,0.216,17,17,2019-11-26,,LAC,L,99,114,30,79,0.38,11,38,0.289,28,35,0.8,9,46,16,12,2,20,21
18,18,2019-11-29,@,PHO,W,120,113,121.2,114.1,99,0.447,0.553,0.59,50,57.1,7.1,5.5,,0.512,7.3,20,0.388,,0.511,8.8,77.6,0.194,18,18,2019-11-29,@,PHO,W,120,113,35,85,0.412,17,47,0.362,33,38,0.868,9,47,20,7,3,8,24
19,19,2019-12-01,@,LAL,W,114,100,114.5,100.4,99.6,0.186,0.505,0.543,53.1,57.1,11,1.7,,0.521,11,30.8,0.134,,0.5,15.3,79.5,0.149,19,19,2019-12-01,@,LAL,W,114,100,42,97,0.433,17,49,0.347,13,18,0.722,16,51,24,11,1,13,20
20,20,2019-12-03,@,NOP,W,118,97,119.3,98,98.9,0.307,0.511,0.591,52,57.9,5.1,15.1,,0.54,9.1,20.8,0.261,,0.463,9.9,82,0.106,20,20,2019-12-03,@,NOP,W,118,97,38,88,0.432,19,45,0.422,23,27,0.852,10,51,22,5,8,10,14
21,21,2019-12-04,,MIN,W,121,114,129,121.5,93.8,0.25,0.402,0.592,50.6,52.2,5.3,9.8,,0.56,7.3,31,0.196,,0.511,10.7,68.1,0.258,21,21,2019-12-04,,MIN,W,121,114,46,92,0.5,11,37,0.297,18,23,0.783,13,45,24,5,5,8,16
22,22,2019-12-07,,NOP,W,130,84,128.2,82.8,101.4,0.36,0.442,0.652,61.8,54.3,7.9,7,,0.61,10.7,23.5,0.291,,0.376,12.5,85.5,0.191,22,22,2019-12-07,,NOP,W,130,84,46,86,0.535,13,38,0.342,25,31,0.806,8,55,25,8,4,12,17
23,23,2019-12-08,,SAC,L,106,110,119.3,123.9,88.8,0.093,0.512,0.592,53.3,58.5,3.4,2,,0.576,11.8,26.3,0.081,,0.594,8.2,81.1,0.106,23,23,2019-12-08,,SAC,L,106,110,41,86,0.477,17,44,0.386,7,8,0.875,10,40,24,3,1,12,11
24,24,2019-12-12,@,DET,W,122,111,125.1,113.8,97.5,0.261,0.5,0.622,60.5,55.6,4.1,10.6,,0.602,10.1,27.5,0.182,,0.534,6.6,89.1,0.18,24,24,2019-12-12,@,DET,W,122,111,45,88,0.511,16,44,0.364,16,23,0.696,11,52,25,4,5,11,21
25,25,2019-12-14,,MIA,L,118,122,109.3,113,97.8,0.168,0.436,0.544,49.5,66.7,3.7,5.9,,0.53,9.2,15.4,0.109,,0.516,7,88.9,0.308,25,25,2019-12-14,,MIA,L,118,122,45,101,0.446,17,44,0.386,11,17,0.647,8,48,30,4,3,11,27
26,26,2019-12-16,@,MIL,W,120,116,114.4,110.5,104.9,0.307,0.466,0.601,50,65.9,4.8,9.4,,0.557,12.3,17.8,0.25,,0.471,6.5,74.6,0.162,26,26,2019-12-16,@,MIL,W,120,116,41,88,0.466,16,41,0.39,22,27,0.815,8,52,27,5,6,14,23
27,27,2019-12-18,,BOS,L,103,109,109,115.3,94.5,0.287,0.494,0.526,43.8,67.6,7.4,20.8,,0.477,6.7,20,0.23,,0.477,13.1,69.6,0.314,27,27,2019-12-18,,BOS,L,103,109,34,87,0.391,15,43,0.349,20,25,0.8,10,42,23,7,10,7,20
28,28,2019-12-20,@,PHI,W,117,98,116.8,97.9,100.1,0.265,0.398,0.631,51.6,53.5,10,7.1,,0.602,14.7,18.6,0.205,,0.478,13.3,78.8,0.133,28,28,2019-12-20,@,PHI,W,117,98,43,83,0.518,14,33,0.424,17,22,0.773,8,49,23,10,4,16,17
29,29,2019-12-22,@,TOR,L,107,110,106,108.9,101,0.3,0.511,0.525,51,77.1,5.9,6.7,,0.472,14.3,27.5,0.244,,0.447,8.5,73.6,0.277,29,29,2019-12-22,@,TOR,L,107,110,35,90,0.389,15,46,0.326,22,27,0.815,14,53,27,6,4,17,22
30,30,2019-12-26,,SAS,W,102,98,105.6,101.5,96.6,0.167,0.444,0.528,53.6,57.9,7.2,5.6,,0.511,12.7,24.5,0.111,,0.53,12.7,88.6,0.12,30,30,2019-12-26,,SAS,W,102,98,38,90,0.422,16,40,0.4,10,15,0.667,13,52,22,7,3,14,11
31,31,2019-12-28,@,GSW,W,141,121,136.9,117.4,103,0.228,0.554,0.696,52.3,72.9,10.7,13,,0.652,11.4,21.4,0.228,,0.581,11.5,80.4,0.14,31,31,2019-12-28,@,GSW,W,141,121,48,92,0.522,24,51,0.471,21,21,1,9,46,35,11,7,13,17
32,32,2019-12-29,@,LAL,L,95,108,96.8,110.1,98.1,0.225,0.483,0.486,53.6,53.1,11.2,7.3,,0.433,15.5,28.3,0.202,,0.545,15,84.2,0.295,32,32,2019-12-29,@,LAL,L,95,108,32,89,0.36,13,43,0.302,18,20,0.9,13,45,17,11,4,18,23
33,33,2019-12-31,@,OKC,L,101,106,107.9,113.3,93.6,0.29,0.548,0.482,46.7,57.6,5.3,6.3,,0.435,8.7,30.9,0.215,,0.462,9.6,64,0.242,33,33,2019-12-31,@,OKC,L,101,106,33,93,0.355,15,51,0.294,20,27,0.741,17,49,19,5,4,10,24
34,34,2020-01-02,,BRK,W,123,111,128.7,116.2,95.5,0.191,0.427,0.637,51.1,48.9,4.2,14.8,,0.607,11.9,27.3,0.169,,0.527,10,73.9,0.165,34,34,2020-01-02,,BRK,W,123,111,45,89,0.506,18,38,0.474,15,17,0.882,12,46,22,4,8,13,21
35,35,2020-01-04,,CHO,L,120,123,121.9,124.9,89.2,0.13,0.5,0.568,43.6,59.6,7.1,6.7,,0.545,8.6,27.5,0.11,,0.559,14.7,62.8,0.329,35,35,2020-01-04,,CHO,L,120,123,47,100,0.47,15,50,0.3,11,13,0.846,14,41,28,7,4,10,25
36,36,2020-01-06,,CHI,W,118,110,127.8,119.2,92.3,0.226,0.488,0.639,48.9,56.8,5.4,9,,0.619,13.2,28.2,0.167,,0.515,7.2,65.3,0.092,36,36,2020-01-06,,CHI,W,118,110,44,84,0.524,16,41,0.39,14,19,0.737,11,43,25,5,6,14,12
37,37,2020-01-08,,DEN,L,106,107,113.2,114.3,93.6,0.312,0.455,0.605,50,69.2,8.5,9.8,,0.584,12.9,17.1,0.208,,0.535,11.3,78,0.188,37,37,2020-01-08,,DEN,L,106,107,39,77,0.506,12,35,0.343,16,24,0.667,6,38,27,8,6,13,18
38,38,2020-01-10,,LAL,L,114,129,116,131.3,98.3,0.385,0.396,0.508,49,48.7,4.1,4.6,,0.464,7.4,31.5,0.26,,0.584,6.4,71.4,0.281,38,38,2020-01-10,,LAL,L,114,129,39,96,0.406,11,38,0.289,25,37,0.676,17,47,19,4,3,9,20
39,39,2020-01-11,,PHI,W,109,91,118.4,98.9,92,0.342,0.342,0.6,55.7,55,4.3,13.1,,0.576,14.2,27.5,0.228,,0.423,3.7,75.4,0.082,39,39,2020-01-11,,PHI,W,109,91,40,79,0.506,11,27,0.407,18,27,0.667,11,54,22,4,8,15,20
40,40,2020-01-14,@,GSW,W,124,97,128.9,100.8,96.2,0.219,0.385,0.589,59.6,46.9,5.2,3.6,,0.578,6.2,34.1,0.135,,0.5,13.1,84.4,0.115,40,40,2020-01-14,@,GSW,W,124,97,49,96,0.51,13,37,0.351,13,21,0.619,15,53,23,5,2,7,17
41,41,2020-01-15,@,SAC,W,127,123,128.1,124,99.2,0.261,0.435,0.619,52.8,51.1,4,3.2,,0.582,9.7,29.5,0.217,,0.583,7.1,75.6,0.115,41,41,2020-01-15,@,SAC,W,127,123,47,92,0.511,13,40,0.325,20,24,0.833,13,47,24,4,2,11,18
42,42,2020-01-17,,POR,W,120,112,123.5,115.3,97.2,0.315,0.528,0.592,51.8,48.7,6.2,7.3,,0.551,11.4,28.9,0.247,,0.571,11.2,78.9,0.176,42,42,2020-01-17,,POR,W,120,112,39,89,0.438,20,47,0.426,22,28,0.786,13,43,19,6,4,13,17
43,43,2020-01-21,,LAC,L,107,110,109,112.1,98.1,0.264,0.473,0.527,46.2,59,7.1,13.6,,0.495,10.6,24.5,0.187,,0.433,8.2,64.9,0.268,43,43,2020-01-21,,LAC,L,107,110,39,91,0.429,12,43,0.279,17,24,0.708,12,49,23,7,8,12,28
44,44,2020-01-23,@,POR,W,133,125,137.7,129.4,96.6,0.258,0.505,0.642,48.8,56.3,5.2,13.5,,0.634,7.2,27.3,0.161,,0.621,10.9,72.5,0.132,44,44,2020-01-23,@,POR,W,133,125,48,93,0.516,22,47,0.468,15,24,0.625,12,41,27,5,7,8,17
45,45,2020-01-25,@,UTA,L,107,112,107.8,112.9,99.2,0.134,0.423,0.521,44.9,45.2,6,6.3,,0.515,8.1,19.2,0.072,,0.522,11.4,73.9,0.187,45,45,2020-01-25,@,UTA,L,107,112,42,97,0.433,16,41,0.39,7,13,0.538,10,44,19,6,3,9,24
46,46,2020-01-27,@,OKC,W,107,97,112.2,101.7,95.4,0.091,0.515,0.52,53.8,51.2,3.1,5.4,,0.51,6.4,22.2,0.061,,0.465,7.8,88,0.198,46,46,2020-01-27,@,OKC,W,107,97,41,99,0.414,19,51,0.373,6,9,0.667,12,56,21,3,3,7,16
47,47,2020-01-28,,PHO,L,104,133,106.7,136.4,97.5,0.325,0.398,0.548,45.8,51.4,6.2,0,,0.488,13.7,20.5,0.277,,0.663,10.4,75.8,0.221,47,47,2020-01-28,,PHO,L,104,133,37,83,0.446,7,33,0.212,23,27,0.852,8,33,19,6,0,15,18
48,48,2020-01-31,@,HOU,L,121,128,118.1,124.9,102.5,0.3,0.4,0.594,58.4,67.4,2,17,,0.556,14.3,31.8,0.233,,0.566,5.3,84.4,0.173,48,48,2020-01-31,@,HOU,L,121,128,43,90,0.478,14,36,0.389,21,27,0.778,14,52,29,2,9,17,18
49,49,2020-02-01,,ATL,W,123,100,124.1,100.9,99.1,0.17,0.415,0.609,51.5,59.1,6.1,13.8,,0.574,8.2,20,0.16,,0.462,9.9,81.1,0.176,49,49,2020-02-01,,ATL,W,123,100,44,94,0.468,20,39,0.513,15,16,0.938,10,53,26,6,8,9,14
50,50,2020-02-03,@,IND,W,112,103,119.4,109.8,93.8,0.267,0.523,0.583,56,55.6,3.2,3.2,,0.523,11.1,27.3,0.256,,0.495,3.8,83,0.083,50,50,2020-02-03,@,IND,W,112,103,36,86,0.419,18,45,0.4,22,23,0.957,12,51,20,3,2,12,15
51,51,2020-02-05,,MEM,L,107,121,110.3,124.7,97,0.255,0.457,0.512,44.7,55.9,5.2,9.4,,0.452,7.9,22.2,0.234,,0.596,9.3,75,0.169,51,51,2020-02-05,,MEM,L,107,121,34,94,0.362,17,43,0.395,22,24,0.917,12,42,19,5,6,9,18
52,52,2020-02-07,@,WAS,L,118,119,121.4,122.5,97.2,0.231,0.44,0.589,55.7,64.3,7.2,3.8,,0.549,11.5,32.6,0.198,,0.606,12,81,0.111,52,52,2020-02-07,@,WAS,L,118,119,42,91,0.462,16,40,0.4,18,21,0.857,15,49,27,7,2,13,21
53,53,2020-02-08,@,CHO,W,116,100,129.7,111.8,89.4,0.126,0.402,0.632,54.1,65.9,5.6,11.8,,0.603,9.8,28.9,0.126,,0.5,9.5,74.5,0.149,53,53,2020-02-08,@,CHO,W,116,100,44,87,0.506,17,35,0.486,11,11,1,11,46,29,5,6,10,18
54,54,2020-02-10,,UTA,L,119,123,122.5,126.6,97.1,0.373,0.518,0.616,36.6,61.5,8.2,7,,0.56,6.8,10.3,0.313,,0.686,19.4,68.8,0.205,54,54,2020-02-10,,UTA,L,119,123,39,83,0.47,15,43,0.349,26,31,0.839,4,26,24,8,3,7,18
55,55,2020-02-12,,SAC,W,130,111,128.6,109.8,101.1,0.247,0.471,0.69,54,70.8,1,11.7,,0.665,10.5,9.1,0.2,,0.475,4.4,81.5,0.172,55,55,2020-02-12,,SAC,W,130,111,48,85,0.565,17,40,0.425,17,21,0.81,3,47,34,1,7,11,18
56,56,2020-02-21,@,ORL,W,122,106,121.6,105.7,100.3,0.31,0.452,0.639,51,60.5,6,11.5,,0.601,13.6,20,0.25,,0.438,5.9,72.4,0.144,56,56,2020-02-21,@,ORL,W,122,106,43,84,0.512,15,38,0.395,21,26,0.808,8,50,26,6,7,15,14
57,57,2020-02-22,@,ATL,L,107,111,104.1,108,102.8,0.213,0.494,0.55,47.5,57.5,4.9,16.4,,0.528,14.1,20,0.146,,0.48,8.4,74.5,0.173,57,57,2020-02-22,@,ATL,L,107,111,40,89,0.449,14,44,0.318,13,19,0.684,10,48,23,5,10,16,22
58,58,2020-02-24,,MIN,W,139,123,126.3,111.8,110,0.277,0.436,0.613,56.3,54.9,6.4,5.7,,0.584,9.6,28.6,0.208,,0.521,9.1,85.1,0.253,58,58,2020-02-24,,MIN,W,139,123,51,101,0.505,16,44,0.364,21,28,0.75,14,54,28,7,3,12,28
59,59,2020-02-26,@,SAS,W,109,103,105.1,99.3,103.7,0.349,0.523,0.549,43.9,69.4,10.6,15.3,,0.517,13.1,10.6,0.233,,0.484,13,74.5,0.152,59,59,2020-02-26,@,SAS,W,109,103,36,86,0.419,17,45,0.378,20,30,0.667,5,43,25,11,9,15,20
60,60,2020-02-28,@,MIA,L,118,126,122,130.3,96.7,0.226,0.595,0.639,46.7,62.5,0,6.8,,0.601,10.6,10.5,0.202,,0.627,8.7,83.8,0.342,60,60,2020-02-28,@,MIA,L,118,126,40,84,0.476,21,50,0.42,17,19,0.895,4,35,25,0,3,11,25
61,61,2020-03-01,@,MIN,W,111,91,104.6,85.7,106.2,0.202,0.426,0.542,49.6,63.6,9.4,12.3,,0.527,12,12.2,0.128,,0.429,11,78.1,0.061,61,61,2020-03-01,@,MIN,W,111,91,44,94,0.468,11,40,0.275,12,19,0.632,6,56,28,10,7,14,16
62,62,2020-03-02,@,CHI,L,107,109,107.9,109.9,99.1,0.238,0.5,0.577,51.2,65,9.1,8.6,,0.548,14.7,23.1,0.179,,0.521,12.1,74.5,0.117,62,62,2020-03-02,@,CHI,L,107,109,40,84,0.476,12,42,0.286,15,20,0.75,9,44,26,9,5,16,20
63,63,2020-03-04,,NOP,W,127,123,111.6,108,103.1,0.253,0.526,0.602,48.5,68.2,5.3,19.1,,0.579,13.2,14,0.179,,0.513,10.5,74.1,0.053,63,63,2020-03-04,,NOP,W,127,123,44,95,0.463,22,50,0.44,17,24,0.708,6,49,30,6,13,16,17
64,64,2020-03-06,,MEM,W,121,96,123.1,97.7,98.3,0.179,0.495,0.59,50.5,66.7,11.2,16.7,,0.568,8.9,25.5,0.137,,0.518,17.5,79.5,0.107,64,64,2020-03-06,,MEM,W,121,96,45,95,0.474,18,47,0.383,13,17,0.765,13,48,30,11,9,10,11
65,65,2020-03-08,,IND,L,109,112,109.4,112.4,99.6,0.275,0.473,0.534,47.2,48.7,7,7.7,,0.505,8.9,18,0.187,,0.568,9.4,84.6,0.136,65,65,2020-03-08,,IND,L,109,112,39,91,0.429,14,43,0.326,17,25,0.68,9,42,19,7,5,10,17
66,66,2020-03-10,@,SAS,L,109,119,108.7,118.7,100.3,0.12,0.478,0.563,51.2,54.8,8,5.3,,0.549,12.6,17.1,0.087,,0.601,10.3,85.4,0.135,66,66,2020-03-10,@,SAS,L,109,119,42,92,0.457,17,44,0.386,8,11,0.727,7,42,23,8,3,14,19
67,67,2020-03-11,,DEN,W,113,97,115.8,99.4,97.6,0.25,0.38,0.553,56.5,54.8,9.2,4.5,,0.522,8.9,26,0.185,,0.554,14.8,92.9,0.06,67,67,2020-03-11,,DEN,W,113,97,42,92,0.457,12,35,0.343,17,23,0.739,13,52,23,9,2,10,14
Rk DEN,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk DEN,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-23,@,POR,W,108,100,108.1,100.1,99.9,0.333,0.395,0.581,48.4,70.6,11,6.8,,0.531,17,23.9,0.272,,0.454,17.1,72.3,0.241,1,1,2019-10-23,@,POR,W,108,100,34,81,0.42,18,32,0.563,22,27,0.815,11,45,24,11,4,19,23
2,2,2019-10-25,,PHO,W,108,107,100.4,99.5,97.4,0.391,0.293,0.501,45.5,58.3,6.5,20.7,,0.429,11.5,15.4,0.315,,0.442,14.5,78.7,0.36,2,2,2019-10-25,,PHO,W,108,107,36,92,0.391,7,27,0.259,29,36,0.806,8,45,21,7,12,14,26
3,3,2019-10-28,@,SAC,W,101,94,109.8,102.2,92,0.214,0.367,0.471,52.9,52.8,8.7,9.3,,0.418,8.5,36.5,0.194,,0.462,10.9,70,0.11,3,3,2019-10-28,@,SAC,W,101,94,36,98,0.367,10,36,0.278,19,21,0.905,19,54,19,8,5,10,18
4,4,2019-10-29,,DAL,L,106,109,116.4,119.7,91.1,0.143,0.352,0.548,54.3,55.8,6.6,2.1,,0.533,9.4,30.4,0.099,,0.565,7.8,78.3,0.167,4,4,2019-10-29,,DAL,L,106,109,43,91,0.473,11,32,0.344,9,13,0.692,14,50,24,6,1,10,24
5,5,2019-10-31,@,NOP,L,107,122,104.1,118.7,102.8,0.18,0.292,0.557,48.6,55.8,4.9,6.8,,0.522,12.7,12.5,0.157,,0.63,14.1,93.8,0.325,5,5,2019-10-31,@,NOP,L,107,122,43,89,0.483,7,26,0.269,14,16,0.875,5,35,24,5,3,14,24
6,6,2019-11-02,@,ORL,W,91,87,97.2,92.9,93.6,0.534,0.384,0.505,46.6,55.6,8.5,5.3,,0.432,12.6,15.9,0.384,,0.465,14.2,77.3,0.081,6,6,2019-11-02,@,ORL,W,91,87,27,73,0.37,9,28,0.321,28,39,0.718,7,41,15,8,3,13,14
7,7,2019-11-05,,MIA,W,109,89,110.5,90.2,98.6,0.186,0.267,0.586,51.6,77.8,10.1,5.1,,0.576,17,22.5,0.116,,0.415,11.6,74.5,0.182,7,7,2019-11-05,,MIA,W,109,89,45,86,0.523,9,23,0.391,10,16,0.625,9,47,35,10,3,19,21
8,8,2019-11-08,,PHI,W,100,97,103.6,100.5,96.5,0.195,0.253,0.529,45.6,71.8,10.4,18.3,,0.5,9.6,15.6,0.149,,0.517,15.4,75.6,0.093,8,8,2019-11-08,,PHI,W,100,97,39,87,0.448,9,22,0.409,13,17,0.765,7,41,28,10,11,10,16
9,9,2019-11-10,@,MIN,W,100,98,93.2,91.3,97.2,0.168,0.277,0.461,51.8,66.7,5.6,7.7,,0.441,15.6,26.9,0.109,,0.381,9.7,74.1,0.247,9,9,2019-11-10,@,MIN,W,100,98,39,101,0.386,11,28,0.393,11,17,0.647,14,57,26,6,4,20,30
10,10,2019-11-12,,ATL,L,121,125,123.6,127.6,97.9,0.212,0.394,0.532,47.1,67.4,7.1,10.2,,0.495,2.6,30,0.173,,0.62,12.5,71.4,0.265,10,10,2019-11-12,,ATL,L,121,125,46,104,0.442,11,41,0.268,18,22,0.818,15,40,31,7,5,3,24
11,11,2019-11-14,,BRK,W,101,93,102.3,94.2,98.7,0.099,0.327,0.479,54.9,60.5,4.1,5.3,,0.475,6.2,24.1,0.05,,0.421,6.4,87.3,0.137,11,11,2019-11-14,,BRK,W,101,93,43,101,0.426,10,33,0.303,5,10,0.5,14,62,26,4,3,7,14
12,12,2019-11-17,@,MEM,W,131,114,128.8,112.1,101.7,0.258,0.36,0.661,46.4,73.5,9.8,20.8,,0.652,10.8,14.3,0.169,,0.56,14.5,78.6,0.238,12,12,2019-11-17,@,MEM,W,131,114,49,89,0.551,18,32,0.563,15,23,0.652,6,39,36,10,10,12,24
13,13,2019-11-20,,HOU,W,105,95,108.5,98.2,96.8,0.16,0.287,0.522,52.7,65.9,13.4,10.5,,0.516,12.2,30.6,0.085,,0.5,18.7,78.6,0.25,13,13,2019-11-20,,HOU,W,105,95,44,94,0.468,9,27,0.333,8,15,0.533,15,48,29,13,4,14,21
14,14,2019-11-22,,BOS,W,96,92,99.6,95.5,96.4,0.148,0.318,0.512,54.5,61.5,7.3,9.3,,0.483,15.4,23.9,0.125,,0.451,10.8,88.1,0.235,14,14,2019-11-22,,BOS,W,96,92,39,88,0.443,7,28,0.25,11,13,0.846,11,48,24,7,5,17,17
15,15,2019-11-24,,PHO,W,116,104,128.2,114.9,90.5,0.253,0.341,0.574,59.1,55.8,4.4,4.3,,0.549,9,39.6,0.176,,0.573,12.1,82.5,0.122,15,15,2019-11-24,,PHO,W,116,104,43,91,0.473,14,31,0.452,16,23,0.696,19,52,24,4,2,10,16
16,16,2019-11-26,,WAS,W,117,104,107.4,95.5,108.9,0.256,0.267,0.584,61.7,66,7.3,10.9,,0.556,16.7,24.4,0.189,,0.474,10.3,90.6,0.147,16,16,2019-11-26,,WAS,W,117,104,47,90,0.522,6,24,0.25,17,23,0.739,10,58,31,8,6,20,20
17,17,2019-11-30,@,SAC,L,97,100,95.4,98.4,92.1,0.241,0.368,0.504,49,63.9,10.8,7.9,,0.477,14.3,19.6,0.161,,0.427,11.7,75,0.188,17,17,2019-11-30,@,SAC,L,97,100,36,87,0.414,11,32,0.344,14,21,0.667,9,48,23,11,5,16,21
18,18,2019-12-03,,LAL,L,96,105,97.7,106.9,98.2,0.187,0.319,0.487,38.5,70.3,9.2,6.7,,0.44,10,14.3,0.176,,0.506,14.1,66.7,0.238,18,18,2019-12-03,,LAL,L,96,105,37,91,0.407,6,29,0.207,16,17,0.941,7,35,26,9,4,11,25
